start_utc,end_utc,exact_rows
2020-05-25T00:00:00+00:00,2020-05-25T00:01:00+00:00,2
2020-05-25T00:05:00+00:00,2020-05-25T00:05:00+00:00,1
2020-05-25T00:15:00+00:00,2020-05-25T00:15:00+00:00,1
2020-05-25T01:00:00+00:00,2020-05-25T01:00:00+00:00,1
2020-06-01T00:00:00+00:00,2020-06-01T00:01:00+00:00,2
2020-06-01T00:05:00+00:00,2020-06-01T00:05:00+00:00,1
2020-06-01T00:15:00+00:00,2020-06-01T00:15:00+00:00,1
2020-06-01T01:00:00+00:00,2020-06-01T01:00:00+00:00,1
2020-06-08T00:00:00+00:00,2020-06-08T00:01:00+00:00,2
2020-06-08T00:05:00+00:00,2020-06-08T00:05:00+00:00,1
2020-06-08T00:15:00+00:00,2020-06-08T00:15:00+00:00,1
2020-06-08T01:00:00+00:00,2020-06-08T01:00:00+00:00,1
2020-06-15T00:00:00+00:00,2020-06-15T00:03:00+00:00,4
2020-06-15T00:05:00+00:00,2020-06-15T00:07:00+00:00,3
2020-06-15T00:15:00+00:00,2020-06-15T00:17:00+00:00,3
2020-06-15T01:00:00+00:00,2020-06-15T01:02:00+00:00,3
2020-06-22T00:00:00+00:00,2020-06-22T00:01:00+00:00,2
2020-06-22T00:05:00+00:00,2020-06-22T00:05:00+00:00,1
2020-06-22T00:15:00+00:00,2020-06-22T00:15:00+00:00,1
2020-06-22T01:00:00+00:00,2020-06-22T01:00:00+00:00,1
2020-06-29T00:00:00+00:00,2020-06-29T00:01:00+00:00,2
2020-06-29T00:05:00+00:00,2020-06-29T00:05:00+00:00,1
2020-06-29T00:15:00+00:00,2020-06-29T00:15:00+00:00,1
2020-06-29T01:00:00+00:00,2020-06-29T01:00:00+00:00,1
2020-07-06T00:00:00+00:00,2020-07-06T00:01:00+00:00,2
2020-07-06T00:05:00+00:00,2020-07-06T00:05:00+00:00,1
2020-07-06T00:15:00+00:00,2020-07-06T00:15:00+00:00,1
2020-07-06T01:00:00+00:00,2020-07-06T01:00:00+00:00,1
2020-07-13T00:00:00+00:00,2020-07-13T00:01:00+00:00,2
2020-07-13T00:05:00+00:00,2020-07-13T00:05:00+00:00,1
2020-07-13T00:15:00+00:00,2020-07-13T00:15:00+00:00,1
2020-07-13T01:00:00+00:00,2020-07-13T01:00:00+00:00,1
2020-07-20T00:00:00+00:00,2020-07-20T00:01:00+00:00,2
2020-07-20T00:05:00+00:00,2020-07-20T00:05:00+00:00,1
2020-07-20T00:15:00+00:00,2020-07-20T00:15:00+00:00,1
2020-07-20T01:00:00+00:00,2020-07-20T01:00:00+00:00,1
2020-07-27T00:00:00+00:00,2020-07-27T00:01:00+00:00,2
2020-07-27T00:05:00+00:00,2020-07-27T00:05:00+00:00,1
2020-07-27T00:15:00+00:00,2020-07-27T00:15:00+00:00,1
2020-07-27T01:00:00+00:00,2020-07-27T01:00:00+00:00,1
2020-08-03T00:00:00+00:00,2020-08-03T00:01:00+00:00,2
2020-08-03T00:05:00+00:00,2020-08-03T00:05:00+00:00,1
2020-08-03T00:15:00+00:00,2020-08-03T00:15:00+00:00,1
2020-08-03T01:00:00+00:00,2020-08-03T01:00:00+00:00,1
2020-08-10T00:00:00+00:00,2020-08-10T00:01:00+00:00,2
2020-08-10T00:05:00+00:00,2020-08-10T00:05:00+00:00,1
2020-08-10T00:15:00+00:00,2020-08-10T00:15:00+00:00,1
2020-08-10T01:00:00+00:00,2020-08-10T01:00:00+00:00,1
2020-08-17T00:00:00+00:00,2020-08-17T00:01:00+00:00,2
2020-08-17T00:05:00+00:00,2020-08-17T00:05:00+00:00,1
2020-08-17T00:15:00+00:00,2020-08-17T00:15:00+00:00,1
2020-08-17T01:00:00+00:00,2020-08-17T01:00:00+00:00,1
2020-08-24T00:00:00+00:00,2020-08-24T00:01:00+00:00,2
2020-08-24T00:05:00+00:00,2020-08-24T00:05:00+00:00,1
2020-08-24T00:15:00+00:00,2020-08-24T00:15:00+00:00,1
2020-08-24T01:00:00+00:00,2020-08-24T01:00:00+00:00,1
2020-08-31T00:00:00+00:00,2020-08-31T00:01:00+00:00,2
2020-08-31T00:05:00+00:00,2020-08-31T00:05:00+00:00,1
2020-08-31T00:15:00+00:00,2020-08-31T00:15:00+00:00,1
2020-08-31T01:00:00+00:00,2020-08-31T01:00:00+00:00,1
2020-09-07T00:00:00+00:00,2020-09-07T00:01:00+00:00,2
2020-09-07T00:05:00+00:00,2020-09-07T00:05:00+00:00,1
2020-09-07T00:15:00+00:00,2020-09-07T00:15:00+00:00,1
2020-09-07T01:00:00+00:00,2020-09-07T01:00:00+00:00,1
2020-09-14T00:00:00+00:00,2020-09-14T00:01:00+00:00,2
2020-09-14T00:05:00+00:00,2020-09-14T00:05:00+00:00,1
2020-09-14T00:15:00+00:00,2020-09-14T00:15:00+00:00,1
2020-09-14T01:00:00+00:00,2020-09-14T01:00:00+00:00,1
2020-09-21T00:00:00+00:00,2020-09-21T00:01:00+00:00,2
2020-09-21T00:05:00+00:00,2020-09-21T00:05:00+00:00,1
2020-09-21T00:15:00+00:00,2020-09-21T00:15:00+00:00,1
2020-09-21T01:00:00+00:00,2020-09-21T01:00:00+00:00,1
2020-09-28T00:00:00+00:00,2020-09-28T00:01:00+00:00,2
2020-09-28T00:05:00+00:00,2020-09-28T00:05:00+00:00,1
2020-09-28T00:15:00+00:00,2020-09-28T00:15:00+00:00,1
2020-09-28T01:00:00+00:00,2020-09-28T01:00:00+00:00,1
2020-10-05T00:00:00+00:00,2020-10-05T00:01:00+00:00,2
2020-10-05T00:05:00+00:00,2020-10-05T00:05:00+00:00,1
2020-10-05T00:15:00+00:00,2020-10-05T00:15:00+00:00,1
2020-10-05T01:00:00+00:00,2020-10-05T01:00:00+00:00,1
2020-10-12T00:00:00+00:00,2020-10-12T00:01:00+00:00,2
2020-10-12T00:05:00+00:00,2020-10-12T00:05:00+00:00,1
2020-10-12T00:15:00+00:00,2020-10-12T00:15:00+00:00,1
2020-10-12T01:00:00+00:00,2020-10-12T01:00:00+00:00,1
2020-10-19T00:00:00+00:00,2020-10-19T00:01:00+00:00,2
2020-10-19T00:05:00+00:00,2020-10-19T00:05:00+00:00,1
2020-10-19T00:15:00+00:00,2020-10-19T00:15:00+00:00,1
2020-10-19T01:00:00+00:00,2020-10-19T01:00:00+00:00,1
2020-10-25T23:00:00+00:00,2020-10-25T23:01:00+00:00,2
2020-10-25T23:05:00+00:00,2020-10-25T23:05:00+00:00,1
2020-10-25T23:15:00+00:00,2020-10-25T23:15:00+00:00,1
2020-10-26T00:00:00+00:00,2020-10-26T00:00:00+00:00,1
2020-11-02T00:02:00+00:00,2020-11-02T00:03:00+00:00,2
2020-11-02T00:07:00+00:00,2020-11-02T00:07:00+00:00,1
2020-11-02T00:17:00+00:00,2020-11-02T00:17:00+00:00,1
2020-11-02T01:02:00+00:00,2020-11-02T01:02:00+00:00,1
2020-11-09T00:00:00+00:00,2020-11-09T00:01:00+00:00,2
2020-11-09T00:05:00+00:00,2020-11-09T00:05:00+00:00,1
2020-11-09T00:15:00+00:00,2020-11-09T00:15:00+00:00,1
2020-11-09T01:00:00+00:00,2020-11-09T01:00:00+00:00,1
2020-11-16T00:00:00+00:00,2020-11-16T00:01:00+00:00,2
2020-11-16T00:05:00+00:00,2020-11-16T00:05:00+00:00,1
2020-11-16T00:15:00+00:00,2020-11-16T00:15:00+00:00,1
2020-11-16T01:00:00+00:00,2020-11-16T01:00:00+00:00,1
2020-11-23T00:00:00+00:00,2020-11-23T00:01:00+00:00,2
2020-11-23T00:05:00+00:00,2020-11-23T00:05:00+00:00,1
2020-11-23T00:15:00+00:00,2020-11-23T00:15:00+00:00,1
2020-11-23T01:00:00+00:00,2020-11-23T01:00:00+00:00,1
2020-11-30T00:00:00+00:00,2020-11-30T00:01:00+00:00,2
2020-11-30T00:05:00+00:00,2020-11-30T00:05:00+00:00,1
2020-11-30T00:15:00+00:00,2020-11-30T00:15:00+00:00,1
2020-11-30T01:00:00+00:00,2020-11-30T01:00:00+00:00,1
2020-12-07T00:01:00+00:00,2020-12-07T00:02:00+00:00,2
2020-12-07T00:06:00+00:00,2020-12-07T00:06:00+00:00,1
2020-12-07T00:16:00+00:00,2020-12-07T00:16:00+00:00,1
2020-12-07T01:01:00+00:00,2020-12-07T01:01:00+00:00,1
2020-12-14T00:00:00+00:00,2020-12-14T00:01:00+00:00,2
2020-12-14T00:05:00+00:00,2020-12-14T00:05:00+00:00,1
2020-12-14T00:15:00+00:00,2020-12-14T00:15:00+00:00,1
2020-12-14T01:00:00+00:00,2020-12-14T01:00:00+00:00,1
2020-12-21T00:00:00+00:00,2020-12-21T00:01:00+00:00,2
2020-12-21T00:05:00+00:00,2020-12-21T00:05:00+00:00,1
2020-12-21T00:15:00+00:00,2020-12-21T00:15:00+00:00,1
2020-12-21T01:00:00+00:00,2020-12-21T01:00:00+00:00,1
2020-12-28T00:02:00+00:00,2020-12-28T00:03:00+00:00,2
2020-12-28T00:07:00+00:00,2020-12-28T00:07:00+00:00,1
2020-12-28T00:17:00+00:00,2020-12-28T00:17:00+00:00,1
2020-12-28T01:02:00+00:00,2020-12-28T01:02:00+00:00,1
2021-01-04T00:00:00+00:00,2021-01-04T00:01:00+00:00,2
2021-01-04T00:05:00+00:00,2021-01-04T00:05:00+00:00,1
2021-01-04T00:15:00+00:00,2021-01-04T00:15:00+00:00,1
2021-01-04T01:00:00+00:00,2021-01-04T01:00:00+00:00,1
2021-01-11T00:00:00+00:00,2021-01-11T00:01:00+00:00,2
2021-01-11T00:05:00+00:00,2021-01-11T00:05:00+00:00,1
2021-01-11T00:15:00+00:00,2021-01-11T00:15:00+00:00,1
2021-01-11T01:00:00+00:00,2021-01-11T01:00:00+00:00,1
2021-01-18T00:00:00+00:00,2021-01-18T00:01:00+00:00,2
2021-01-18T00:05:00+00:00,2021-01-18T00:05:00+00:00,1
2021-01-18T00:15:00+00:00,2021-01-18T00:15:00+00:00,1
2021-01-18T01:00:00+00:00,2021-01-18T01:00:00+00:00,1
2021-01-25T00:00:00+00:00,2021-01-25T00:01:00+00:00,2
2021-01-25T00:05:00+00:00,2021-01-25T00:05:00+00:00,1
2021-01-25T00:15:00+00:00,2021-01-25T00:15:00+00:00,1
2021-01-25T01:00:00+00:00,2021-01-25T01:00:00+00:00,1
2021-02-01T00:00:00+00:00,2021-02-01T00:01:00+00:00,2
2021-02-01T00:05:00+00:00,2021-02-01T00:05:00+00:00,1
2021-02-01T00:15:00+00:00,2021-02-01T00:15:00+00:00,1
2021-02-01T01:00:00+00:00,2021-02-01T01:00:00+00:00,1
2021-02-08T00:00:00+00:00,2021-02-08T00:01:00+00:00,2
2021-02-08T00:05:00+00:00,2021-02-08T00:05:00+00:00,1
2021-02-08T00:15:00+00:00,2021-02-08T00:15:00+00:00,1
2021-02-08T01:00:00+00:00,2021-02-08T01:00:00+00:00,1
2021-02-15T00:00:00+00:00,2021-02-15T00:01:00+00:00,2
2021-02-15T00:05:00+00:00,2021-02-15T00:05:00+00:00,1
2021-02-15T00:15:00+00:00,2021-02-15T00:15:00+00:00,1
2021-02-15T01:00:00+00:00,2021-02-15T01:00:00+00:00,1
2021-02-22T00:00:00+00:00,2021-02-22T00:01:00+00:00,2
2021-02-22T00:05:00+00:00,2021-02-22T00:05:00+00:00,1
2021-02-22T00:15:00+00:00,2021-02-22T00:15:00+00:00,1
2021-02-22T01:00:00+00:00,2021-02-22T01:00:00+00:00,1
2021-03-01T00:00:00+00:00,2021-03-01T00:01:00+00:00,2
2021-03-01T00:05:00+00:00,2021-03-01T00:05:00+00:00,1
2021-03-01T00:15:00+00:00,2021-03-01T00:15:00+00:00,1
2021-03-01T01:00:00+00:00,2021-03-01T01:00:00+00:00,1
2021-03-08T00:00:00+00:00,2021-03-08T00:01:00+00:00,2
2021-03-08T00:05:00+00:00,2021-03-08T00:05:00+00:00,1
2021-03-08T00:15:00+00:00,2021-03-08T00:15:00+00:00,1
2021-03-08T01:00:00+00:00,2021-03-08T01:00:00+00:00,1
2021-03-14T23:00:00+00:00,2021-03-14T23:01:00+00:00,2
2021-03-14T23:05:00+00:00,2021-03-14T23:05:00+00:00,1
2021-03-14T23:15:00+00:00,2021-03-14T23:15:00+00:00,1
2021-03-15T00:00:00+00:00,2021-03-15T00:00:00+00:00,1
2021-03-21T23:00:00+00:00,2021-03-21T23:01:00+00:00,2
2021-03-21T23:05:00+00:00,2021-03-21T23:05:00+00:00,1
2021-03-21T23:15:00+00:00,2021-03-21T23:15:00+00:00,1
2021-03-22T00:00:00+00:00,2021-03-22T00:00:00+00:00,1
2021-03-29T00:00:00+00:00,2021-03-29T00:01:00+00:00,2
2021-03-29T00:05:00+00:00,2021-03-29T00:05:00+00:00,1
2021-03-29T00:15:00+00:00,2021-03-29T00:15:00+00:00,1
2021-03-29T01:00:00+00:00,2021-03-29T01:00:00+00:00,1
2021-04-05T00:00:00+00:00,2021-04-05T00:01:00+00:00,2
2021-04-05T00:05:00+00:00,2021-04-05T00:05:00+00:00,1
2021-04-05T00:15:00+00:00,2021-04-05T00:15:00+00:00,1
2021-04-05T01:00:00+00:00,2021-04-05T01:00:00+00:00,1
2021-04-12T00:00:00+00:00,2021-04-12T00:01:00+00:00,2
2021-04-12T00:05:00+00:00,2021-04-12T00:05:00+00:00,1
2021-04-12T00:15:00+00:00,2021-04-12T00:15:00+00:00,1
2021-04-12T01:00:00+00:00,2021-04-12T01:00:00+00:00,1
2021-04-19T00:00:00+00:00,2021-04-19T00:01:00+00:00,2
2021-04-19T00:05:00+00:00,2021-04-19T00:05:00+00:00,1
2021-04-19T00:15:00+00:00,2021-04-19T00:15:00+00:00,1
2021-04-19T01:00:00+00:00,2021-04-19T01:00:00+00:00,1
2021-04-26T00:00:00+00:00,2021-04-26T00:01:00+00:00,2
2021-04-26T00:05:00+00:00,2021-04-26T00:05:00+00:00,1
2021-04-26T00:15:00+00:00,2021-04-26T00:15:00+00:00,1
2021-04-26T01:00:00+00:00,2021-04-26T01:00:00+00:00,1
2021-05-03T00:00:00+00:00,2021-05-03T00:01:00+00:00,2
2021-05-03T00:05:00+00:00,2021-05-03T00:05:00+00:00,1
2021-05-03T00:15:00+00:00,2021-05-03T00:15:00+00:00,1
2021-05-03T01:00:00+00:00,2021-05-03T01:00:00+00:00,1
2021-05-10T00:00:00+00:00,2021-05-10T00:01:00+00:00,2
2021-05-10T00:05:00+00:00,2021-05-10T00:05:00+00:00,1
2021-05-10T00:15:00+00:00,2021-05-10T00:15:00+00:00,1
2021-05-10T01:00:00+00:00,2021-05-10T01:00:00+00:00,1
2021-05-17T00:00:00+00:00,2021-05-17T00:01:00+00:00,2
2021-05-17T00:05:00+00:00,2021-05-17T00:05:00+00:00,1
2021-05-17T00:15:00+00:00,2021-05-17T00:15:00+00:00,1
2021-05-17T01:00:00+00:00,2021-05-17T01:00:00+00:00,1
2021-05-24T00:00:00+00:00,2021-05-24T00:01:00+00:00,2
2021-05-24T00:05:00+00:00,2021-05-24T00:05:00+00:00,1
2021-05-24T00:15:00+00:00,2021-05-24T00:15:00+00:00,1
2021-05-24T01:00:00+00:00,2021-05-24T01:00:00+00:00,1
2021-05-31T00:00:00+00:00,2021-05-31T00:01:00+00:00,2
2021-05-31T00:05:00+00:00,2021-05-31T00:05:00+00:00,1
2021-05-31T00:15:00+00:00,2021-05-31T00:15:00+00:00,1
2021-05-31T01:00:00+00:00,2021-05-31T01:00:00+00:00,1
2021-06-07T00:00:00+00:00,2021-06-07T00:01:00+00:00,2
2021-06-07T00:05:00+00:00,2021-06-07T00:05:00+00:00,1
2021-06-07T00:15:00+00:00,2021-06-07T00:15:00+00:00,1
2021-06-07T01:00:00+00:00,2021-06-07T01:00:00+00:00,1
2021-06-14T00:00:00+00:00,2021-06-14T00:01:00+00:00,2
2021-06-14T00:05:00+00:00,2021-06-14T00:05:00+00:00,1
2021-06-14T00:15:00+00:00,2021-06-14T00:15:00+00:00,1
2021-06-14T01:00:00+00:00,2021-06-14T01:00:00+00:00,1
2021-06-21T00:00:00+00:00,2021-06-21T00:01:00+00:00,2
2021-06-21T00:05:00+00:00,2021-06-21T00:05:00+00:00,1
2021-06-21T00:15:00+00:00,2021-06-21T00:15:00+00:00,1
2021-06-21T01:00:00+00:00,2021-06-21T01:00:00+00:00,1
2021-06-27T22:00:00+00:00,2021-06-28T01:06:00+00:00,187
2021-07-05T00:03:00+00:00,2021-07-05T00:04:00+00:00,2
2021-07-05T00:08:00+00:00,2021-07-05T00:08:00+00:00,1
2021-07-05T00:18:00+00:00,2021-07-05T00:18:00+00:00,1
2021-07-05T01:03:00+00:00,2021-07-05T01:03:00+00:00,1
2021-07-12T00:00:00+00:00,2021-07-12T00:01:00+00:00,2
2021-07-12T00:05:00+00:00,2021-07-12T00:05:00+00:00,1
2021-07-12T00:15:00+00:00,2021-07-12T00:15:00+00:00,1
2021-07-12T01:00:00+00:00,2021-07-12T01:00:00+00:00,1
2021-07-19T00:00:00+00:00,2021-07-19T00:08:00+00:00,9
2021-07-19T00:15:00+00:00,2021-07-19T00:18:00+00:00,4
2021-07-19T01:00:00+00:00,2021-07-19T01:03:00+00:00,4
2021-07-26T00:03:00+00:00,2021-07-26T00:04:00+00:00,2
2021-07-26T00:08:00+00:00,2021-07-26T00:08:00+00:00,1
2021-07-26T00:18:00+00:00,2021-07-26T00:18:00+00:00,1
2021-07-26T01:03:00+00:00,2021-07-26T01:03:00+00:00,1
2021-08-02T00:00:00+00:00,2021-08-02T00:01:00+00:00,2
2021-08-02T00:05:00+00:00,2021-08-02T00:05:00+00:00,1
2021-08-02T00:15:00+00:00,2021-08-02T00:15:00+00:00,1
2021-08-02T01:00:00+00:00,2021-08-02T01:00:00+00:00,1
2021-08-09T00:00:00+00:00,2021-08-09T00:01:00+00:00,2
2021-08-09T00:05:00+00:00,2021-08-09T00:05:00+00:00,1
2021-08-09T00:15:00+00:00,2021-08-09T00:15:00+00:00,1
2021-08-09T01:00:00+00:00,2021-08-09T01:00:00+00:00,1
2021-08-16T00:00:00+00:00,2021-08-16T00:01:00+00:00,2
2021-08-16T00:05:00+00:00,2021-08-16T00:05:00+00:00,1
2021-08-16T00:15:00+00:00,2021-08-16T00:15:00+00:00,1
2021-08-16T01:00:00+00:00,2021-08-16T01:00:00+00:00,1
2021-08-23T00:00:00+00:00,2021-08-23T00:01:00+00:00,2
2021-08-23T00:05:00+00:00,2021-08-23T00:05:00+00:00,1
2021-08-23T00:15:00+00:00,2021-08-23T00:15:00+00:00,1
2021-08-23T01:00:00+00:00,2021-08-23T01:00:00+00:00,1
2021-08-30T00:00:00+00:00,2021-08-30T00:01:00+00:00,2
2021-08-30T00:05:00+00:00,2021-08-30T00:05:00+00:00,1
2021-08-30T00:15:00+00:00,2021-08-30T00:15:00+00:00,1
2021-08-30T01:00:00+00:00,2021-08-30T01:00:00+00:00,1
2021-09-06T00:03:00+00:00,2021-09-06T00:04:00+00:00,2
2021-09-06T00:08:00+00:00,2021-09-06T00:08:00+00:00,1
2021-09-06T00:18:00+00:00,2021-09-06T00:18:00+00:00,1
2021-09-06T01:03:00+00:00,2021-09-06T01:03:00+00:00,1
2021-09-13T00:00:00+00:00,2021-09-13T00:01:00+00:00,2
2021-09-13T00:05:00+00:00,2021-09-13T00:05:00+00:00,1
2021-09-13T00:15:00+00:00,2021-09-13T00:15:00+00:00,1
2021-09-13T01:00:00+00:00,2021-09-13T01:00:00+00:00,1
2021-09-20T00:00:00+00:00,2021-09-20T00:01:00+00:00,2
2021-09-20T00:05:00+00:00,2021-09-20T00:05:00+00:00,1
2021-09-20T00:15:00+00:00,2021-09-20T00:15:00+00:00,1
2021-09-20T00:25:00+00:00,2021-09-20T00:26:00+00:00,2
2021-09-20T00:30:00+00:00,2021-09-20T00:30:00+00:00,1
2021-09-20T00:40:00+00:00,2021-09-20T00:40:00+00:00,1
2021-09-20T01:00:00+00:00,2021-09-20T01:00:00+00:00,1
2021-09-20T01:25:00+00:00,2021-09-20T01:25:00+00:00,1
2021-09-27T00:00:00+00:00,2021-09-27T00:01:00+00:00,2
2021-09-27T00:05:00+00:00,2021-09-27T00:05:00+00:00,1
2021-09-27T00:15:00+00:00,2021-09-27T00:15:00+00:00,1
2021-09-27T01:00:00+00:00,2021-09-27T01:00:00+00:00,1
2021-10-04T00:00:00+00:00,2021-10-04T00:01:00+00:00,2
2021-10-04T00:05:00+00:00,2021-10-04T00:05:00+00:00,1
2021-10-04T00:15:00+00:00,2021-10-04T00:15:00+00:00,1
2021-10-04T01:00:00+00:00,2021-10-04T01:00:00+00:00,1
2021-10-11T00:00:00+00:00,2021-10-11T00:01:00+00:00,2
2021-10-11T00:05:00+00:00,2021-10-11T00:05:00+00:00,1
2021-10-11T00:15:00+00:00,2021-10-11T00:15:00+00:00,1
2021-10-11T01:00:00+00:00,2021-10-11T01:00:00+00:00,1
2021-10-18T00:00:00+00:00,2021-10-18T00:01:00+00:00,2
2021-10-18T00:05:00+00:00,2021-10-18T00:05:00+00:00,1
2021-10-18T00:15:00+00:00,2021-10-18T00:15:00+00:00,1
2021-10-18T01:00:00+00:00,2021-10-18T01:00:00+00:00,1
2021-10-25T00:00:00+00:00,2021-10-25T00:01:00+00:00,2
2021-10-25T00:05:00+00:00,2021-10-25T00:05:00+00:00,1
2021-10-25T00:15:00+00:00,2021-10-25T00:15:00+00:00,1
2021-10-25T01:00:00+00:00,2021-10-25T01:00:00+00:00,1
2021-10-31T23:00:00+00:00,2021-10-31T23:01:00+00:00,2
2021-10-31T23:05:00+00:00,2021-10-31T23:05:00+00:00,1
2021-10-31T23:15:00+00:00,2021-10-31T23:15:00+00:00,1
2021-11-01T00:00:00+00:00,2021-11-01T00:00:00+00:00,1
2021-11-08T00:00:00+00:00,2021-11-08T00:01:00+00:00,2
2021-11-08T00:05:00+00:00,2021-11-08T00:05:00+00:00,1
2021-11-08T00:15:00+00:00,2021-11-08T00:15:00+00:00,1
2021-11-08T01:00:00+00:00,2021-11-08T01:00:00+00:00,1
2021-11-15T00:00:00+00:00,2021-11-15T00:01:00+00:00,2
2021-11-15T00:05:00+00:00,2021-11-15T00:05:00+00:00,1
2021-11-15T00:15:00+00:00,2021-11-15T00:15:00+00:00,1
2021-11-15T01:00:00+00:00,2021-11-15T01:00:00+00:00,1
2021-11-22T00:00:00+00:00,2021-11-22T00:01:00+00:00,2
2021-11-22T00:05:00+00:00,2021-11-22T00:05:00+00:00,1
2021-11-22T00:15:00+00:00,2021-11-22T00:15:00+00:00,1
2021-11-22T01:00:00+00:00,2021-11-22T01:00:00+00:00,1
2021-11-29T00:00:00+00:00,2021-11-29T00:01:00+00:00,2
2021-11-29T00:05:00+00:00,2021-11-29T00:05:00+00:00,1
2021-11-29T00:15:00+00:00,2021-11-29T00:15:00+00:00,1
2021-11-29T01:00:00+00:00,2021-11-29T01:00:00+00:00,1
2021-12-06T00:00:00+00:00,2021-12-06T00:01:00+00:00,2
2021-12-06T00:05:00+00:00,2021-12-06T00:05:00+00:00,1
2021-12-06T00:15:00+00:00,2021-12-06T00:15:00+00:00,1
2021-12-06T01:00:00+00:00,2021-12-06T01:00:00+00:00,1
2021-12-13T00:00:00+00:00,2021-12-13T00:01:00+00:00,2
2021-12-13T00:05:00+00:00,2021-12-13T00:05:00+00:00,1
2021-12-13T00:15:00+00:00,2021-12-13T00:15:00+00:00,1
2021-12-13T01:00:00+00:00,2021-12-13T01:00:00+00:00,1
2021-12-20T00:00:00+00:00,2021-12-20T00:01:00+00:00,2
2021-12-20T00:05:00+00:00,2021-12-20T00:05:00+00:00,1
2021-12-20T00:15:00+00:00,2021-12-20T00:15:00+00:00,1
2021-12-20T01:00:00+00:00,2021-12-20T01:00:00+00:00,1
2021-12-27T00:00:00+00:00,2021-12-27T00:02:00+00:00,3
2021-12-27T00:05:00+00:00,2021-12-27T00:06:00+00:00,2
2021-12-27T00:15:00+00:00,2021-12-27T00:16:00+00:00,2
2021-12-27T01:00:00+00:00,2021-12-27T01:01:00+00:00,2
2022-01-03T00:00:00+00:00,2022-01-03T00:03:00+00:00,4
2022-01-03T00:05:00+00:00,2022-01-03T00:07:00+00:00,3
2022-01-03T00:15:00+00:00,2022-01-03T00:17:00+00:00,3
2022-01-03T01:00:00+00:00,2022-01-03T01:02:00+00:00,3
2022-01-10T00:00:00+00:00,2022-01-10T00:01:00+00:00,2
2022-01-10T00:05:00+00:00,2022-01-10T00:05:00+00:00,1
2022-01-10T00:15:00+00:00,2022-01-10T00:15:00+00:00,1
2022-01-10T01:00:00+00:00,2022-01-10T01:00:00+00:00,1
2022-01-17T00:00:00+00:00,2022-01-17T00:01:00+00:00,2
2022-01-17T00:05:00+00:00,2022-01-17T00:05:00+00:00,1
2022-01-17T00:15:00+00:00,2022-01-17T00:15:00+00:00,1
2022-01-17T01:00:00+00:00,2022-01-17T01:00:00+00:00,1
2022-01-24T00:00:00+00:00,2022-01-24T00:01:00+00:00,2
2022-01-24T00:05:00+00:00,2022-01-24T00:05:00+00:00,1
2022-01-24T00:15:00+00:00,2022-01-24T00:15:00+00:00,1
2022-01-24T01:00:00+00:00,2022-01-24T01:00:00+00:00,1
2022-01-31T00:00:00+00:00,2022-01-31T00:01:00+00:00,2
2022-01-31T00:05:00+00:00,2022-01-31T00:05:00+00:00,1
2022-01-31T00:15:00+00:00,2022-01-31T00:15:00+00:00,1
2022-01-31T01:00:00+00:00,2022-01-31T01:00:00+00:00,1
2022-02-07T00:00:00+00:00,2022-02-07T00:01:00+00:00,2
2022-02-07T00:05:00+00:00,2022-02-07T00:05:00+00:00,1
2022-02-07T00:15:00+00:00,2022-02-07T00:15:00+00:00,1
2022-02-07T01:00:00+00:00,2022-02-07T01:00:00+00:00,1
2022-02-14T00:00:00+00:00,2022-02-14T00:01:00+00:00,2
2022-02-14T00:05:00+00:00,2022-02-14T00:05:00+00:00,1
2022-02-14T00:15:00+00:00,2022-02-14T00:15:00+00:00,1
2022-02-14T01:00:00+00:00,2022-02-14T01:00:00+00:00,1
2022-02-21T00:00:00+00:00,2022-02-21T00:01:00+00:00,2
2022-02-21T00:05:00+00:00,2022-02-21T00:05:00+00:00,1
2022-02-21T00:15:00+00:00,2022-02-21T00:15:00+00:00,1
2022-02-21T01:00:00+00:00,2022-02-21T01:00:00+00:00,1
2022-02-28T00:00:00+00:00,2022-02-28T00:01:00+00:00,2
2022-02-28T00:05:00+00:00,2022-02-28T00:05:00+00:00,1
2022-02-28T00:15:00+00:00,2022-02-28T00:15:00+00:00,1
2022-02-28T01:00:00+00:00,2022-02-28T01:00:00+00:00,1
2022-03-07T00:00:00+00:00,2022-03-07T00:01:00+00:00,2
2022-03-07T00:05:00+00:00,2022-03-07T00:05:00+00:00,1
2022-03-07T00:15:00+00:00,2022-03-07T00:15:00+00:00,1
2022-03-07T01:00:00+00:00,2022-03-07T01:00:00+00:00,1
2022-03-13T23:00:00+00:00,2022-03-13T23:02:00+00:00,3
2022-03-13T23:05:00+00:00,2022-03-13T23:06:00+00:00,2
2022-03-13T23:15:00+00:00,2022-03-13T23:16:00+00:00,2
2022-03-14T00:00:00+00:00,2022-03-14T00:01:00+00:00,2
2022-03-20T23:00:00+00:00,2022-03-20T23:01:00+00:00,2
2022-03-20T23:05:00+00:00,2022-03-20T23:05:00+00:00,1
2022-03-20T23:15:00+00:00,2022-03-20T23:15:00+00:00,1
2022-03-21T00:00:00+00:00,2022-03-21T00:00:00+00:00,1
2022-03-28T00:00:00+00:00,2022-03-28T00:01:00+00:00,2
2022-03-28T00:05:00+00:00,2022-03-28T00:05:00+00:00,1
2022-03-28T00:15:00+00:00,2022-03-28T00:15:00+00:00,1
2022-03-28T01:00:00+00:00,2022-03-28T01:00:00+00:00,1
