cohort,transition,matching_rule,raw_episode_id,episode_trade_ordinal,left_trade_id,right_trade_id,left_entry_time,right_entry_time,left_exit_time,right_exit_time,left_exit_reason,right_exit_reason,left_net_r,right_net_r,entry_changed,exit_changed,pnl_sign_changed
PRIMARY_2026_RECENT,S0->S1,raw_episode_id plus within-episode trade ordinal,21,0,S0_000009,S1_000010,2026-07-13T17:19:00,2026-07-13T17:19:00,2026-07-13T17:21:00,2026-07-13T17:21:00,stop_loss,stop_loss,-1.3948316958316098,-1.0050869135515244,False,False,False
PRIMARY_2026_RECENT,S0->S1,raw_episode_id plus within-episode trade ordinal,21,1,S0_000010,S1_000011,2026-07-13T17:31:00,2026-07-13T17:31:00,2026-07-13T17:59:00,2026-07-13T17:59:00,take_profit,take_profit,0.8139327104712307,0.7594514218614254,False,False,False
PRIMARY_2026_RECENT,S0->S1,raw_episode_id plus within-episode trade ordinal,24,0,S0_000011,S1_000012,2026-07-27T01:11:00,2026-07-27T01:11:00,2026-07-27T02:41:00,2026-07-27T02:41:00,timeout,timeout,0.05899225264652739,0.05899225264652739,False,False,False
PRIMARY_2026_RECENT,S0->S1,raw_episode_id plus within-episode trade ordinal,27,0,S0_000012,S1_000013,2026-07-29T22:06:00,2026-07-29T22:06:00,2026-07-29T22:10:00,2026-07-29T22:10:00,stop_loss,stop_loss,-1.1746177194891778,-1.0050111677452789,False,False,False
PRIMARY_2026_RECENT,S0->S1,raw_episode_id plus within-episode trade ordinal,28,0,S0_000013,S1_000014,2026-08-24T03:18:00,2026-08-24T03:18:00,2026-08-24T03:21:00,2026-08-24T03:21:00,stop_loss,stop_loss,-1.552203335213178,-1.0070490614678014,False,False,False
PRIMARY_2026_RECENT,S0->S1,raw_episode_id plus within-episode trade ordinal,29,0,S0_000014,S1_000015,2026-08-24T03:23:00,2026-08-24T03:23:00,2026-08-24T03:24:00,2026-08-24T03:24:00,stop_loss,stop_loss,-1.3246385920804098,-1.0078566939032298,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,0,0,S1_000000,S2_000000,2026-06-08T08:44:00,2026-06-08T08:44:00,2026-06-08T09:00:00,2026-06-08T09:00:00,take_profit,take_profit,0.7625666778797452,0.7625666778797452,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,4,0,S1_000001,S2_000001,2026-06-17T17:49:00,2026-06-17T17:49:00,2026-06-17T17:52:00,2026-06-17T17:52:00,take_profit,take_profit,0.7378815080790373,0.7378815080790373,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,11,0,S1_000002,S2_000002,2026-06-22T04:07:00,2026-06-22T04:07:00,2026-06-22T04:21:00,2026-06-22T04:21:00,stop_loss,stop_loss,-1.0050762893774674,-1.0050762893774674,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,13,0,S1_000003,S2_000003,2026-06-24T04:10:00,2026-06-24T04:10:00,2026-06-24T04:12:00,2026-06-24T04:12:00,take_profit,take_profit,0.7482135123430271,0.7482135123430271,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,14,0,S1_000004,S2_000004,2026-06-24T04:13:00,2026-06-24T04:13:00,2026-06-24T04:25:00,2026-06-24T04:25:00,take_profit,take_profit,0.7563496352337276,0.7563496352337276,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,17,0,S1_000005,S2_000005,2026-06-30T04:07:00,2026-06-30T04:07:00,2026-06-30T04:08:00,2026-06-30T04:08:00,take_profit,take_profit,0.7419833729216098,0.7419833729216098,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,18,0,S1_000006,S2_000006,2026-06-30T04:12:00,2026-06-30T04:12:00,2026-06-30T04:19:00,2026-06-30T04:19:00,take_profit,take_profit,0.7682713999914986,0.7682713999914986,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,18,1,S1_000007,S2_000007,2026-06-30T04:20:00,2026-06-30T04:20:00,2026-06-30T05:09:00,2026-06-30T05:09:00,stop_loss,stop_loss,-1.0034093122930088,-1.0034093122930088,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,19,0,S1_000008,S2_000008,2026-07-03T04:12:00,2026-07-03T04:12:00,2026-07-03T04:20:00,2026-07-03T04:20:00,take_profit,take_profit,0.7402374991306993,0.7402374991306993,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,20,0,S1_000009,S2_000009,2026-07-07T22:20:00,2026-07-07T22:20:00,2026-07-07T22:27:00,2026-07-07T22:27:00,take_profit,take_profit,0.7408355748672408,0.7408355748672408,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,21,0,S1_000010,S2_000010,2026-07-13T17:19:00,2026-07-13T17:19:00,2026-07-13T17:21:00,2026-07-13T17:21:00,stop_loss,stop_loss,-1.0050869135515244,-1.0050869135515244,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,21,1,S1_000011,S2_000011,2026-07-13T17:31:00,2026-07-13T17:22:00,2026-07-13T17:59:00,2026-07-13T17:24:00,take_profit,take_profit,0.7594514218614254,0.7593047662929571,True,True,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,21,2,,S2_000012,,2026-07-13T17:31:00,,2026-07-13T17:59:00,,take_profit,,0.7594514218614254,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,24,0,S1_000012,S2_000013,2026-07-27T01:11:00,2026-07-27T01:11:00,2026-07-27T02:41:00,2026-07-27T02:41:00,timeout,timeout,0.05899225264652739,0.05899225264652739,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,27,0,S1_000013,S2_000014,2026-07-29T22:06:00,2026-07-29T22:06:00,2026-07-29T22:10:00,2026-07-29T22:10:00,stop_loss,stop_loss,-1.0050111677452789,-1.0050111677452789,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,28,0,S1_000014,S2_000015,2026-08-24T03:18:00,2026-08-24T03:18:00,2026-08-24T03:21:00,2026-08-24T03:21:00,stop_loss,stop_loss,-1.0070490614678014,-1.0070490614678014,False,False,False
PRIMARY_2026_RECENT,S1->S2,raw_episode_id plus within-episode trade ordinal,29,0,S1_000015,S2_000016,2026-08-24T03:23:00,2026-08-24T03:23:00,2026-08-24T03:24:00,2026-08-24T03:24:00,stop_loss,stop_loss,-1.0078566939032298,-1.0078566939032298,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,0,0,S2_000000,S3_000000,2026-06-08T08:44:00,2026-06-08T08:44:00,2026-06-08T09:00:00,2026-06-08T09:00:00,take_profit,take_profit,0.7625666778797452,0.7625666778797452,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,4,0,S2_000001,S3_000001,2026-06-17T17:49:00,2026-06-17T17:49:00,2026-06-17T17:52:00,2026-06-17T17:52:00,take_profit,take_profit,0.7378815080790373,0.7510853835022134,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,11,0,S2_000002,S3_000002,2026-06-22T04:07:00,2026-06-22T04:07:00,2026-06-22T04:21:00,2026-06-22T04:21:00,stop_loss,stop_loss,-1.0050762893774674,-1.0050917978410432,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,13,0,S2_000003,S3_000003,2026-06-24T04:10:00,2026-06-24T04:10:00,2026-06-24T04:12:00,2026-06-24T04:12:00,take_profit,take_profit,0.7482135123430271,0.7596447253705533,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,14,0,S2_000004,S3_000004,2026-06-24T04:13:00,2026-06-24T04:13:00,2026-06-24T04:25:00,2026-06-24T04:25:00,take_profit,take_profit,0.7563496352337276,0.7630187144019598,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,17,0,S2_000005,S3_000005,2026-06-30T04:07:00,2026-06-30T04:07:00,2026-06-30T04:08:00,2026-06-30T04:08:00,take_profit,take_profit,0.7419833729216098,0.7502983293556033,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,18,0,S2_000006,S3_000006,2026-06-30T04:12:00,2026-06-30T04:12:00,2026-06-30T04:19:00,2026-06-30T04:19:00,take_profit,take_profit,0.7682713999914986,0.776210022233636,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,18,1,S2_000007,S3_000007,2026-06-30T04:20:00,2026-06-30T04:20:00,2026-06-30T05:09:00,2026-06-30T05:09:00,stop_loss,stop_loss,-1.0034093122930088,-1.0034233176838836,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,19,0,S2_000008,S3_000008,2026-07-03T04:12:00,2026-07-03T04:12:00,2026-07-03T04:20:00,2026-07-03T04:20:00,take_profit,take_profit,0.7402374991306993,0.7530387417682727,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,20,0,S2_000009,S3_000009,2026-07-07T22:20:00,2026-07-07T22:20:00,2026-07-07T22:27:00,2026-07-07T22:27:00,take_profit,take_profit,0.7408355748672408,0.7535344588022873,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,21,0,S2_000010,S3_000010,2026-07-13T17:19:00,2026-07-13T17:19:00,2026-07-13T17:21:00,2026-07-13T17:21:00,stop_loss,stop_loss,-1.0050869135515244,-1.0051024870979837,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,21,1,S2_000011,S3_000011,2026-07-13T17:22:00,2026-07-13T17:22:00,2026-07-13T17:24:00,2026-07-13T17:24:00,take_profit,take_profit,0.7593047662929571,0.768813053325115,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,21,2,S2_000012,S3_000012,2026-07-13T17:31:00,2026-07-13T17:31:00,2026-07-13T17:59:00,2026-07-13T17:59:00,take_profit,take_profit,0.7594514218614254,0.7689341443383504,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,24,0,S2_000013,S3_000013,2026-07-27T01:11:00,2026-07-27T01:11:00,2026-07-27T02:41:00,2026-07-27T02:41:00,timeout,timeout,0.05899225264652739,-0.0038939726865559426,False,False,True
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,27,0,S2_000014,S3_000014,2026-07-29T22:06:00,2026-07-29T22:06:00,2026-07-29T22:10:00,2026-07-29T22:10:00,stop_loss,stop_loss,-1.0050111677452789,-1.0050414842129705,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,28,0,S2_000015,S3_000015,2026-08-24T03:18:00,2026-08-24T03:18:00,2026-08-24T03:21:00,2026-08-24T03:21:00,stop_loss,stop_loss,-1.0070490614678014,-1.007079001658494,False,False,False
PRIMARY_2026_RECENT,S2->S3,raw_episode_id plus within-episode trade ordinal,29,0,S2_000016,,2026-08-24T03:23:00,,2026-08-24T03:24:00,,stop_loss,,-1.0078566939032298,,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,0,0,S3_000000,S4_000000,2026-06-08T08:44:00,2026-06-08T08:44:00,2026-06-08T09:00:00,2026-06-08T09:00:00,take_profit,take_profit,0.7625666778797452,0.7625666778797452,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,4,0,S3_000001,S4_000001,2026-06-17T17:49:00,2026-06-17T17:49:00,2026-06-17T17:52:00,2026-06-17T17:52:00,take_profit,take_profit,0.7510853835022134,0.7510853835022134,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,11,0,S3_000002,S4_000002,2026-06-22T04:07:00,2026-06-22T04:07:00,2026-06-22T04:21:00,2026-06-22T04:21:00,stop_loss,stop_loss,-1.0050917978410432,-1.0050917978410432,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,13,0,S3_000003,S4_000003,2026-06-24T04:10:00,2026-06-24T04:10:00,2026-06-24T04:12:00,2026-06-24T04:12:00,take_profit,take_profit,0.7596447253705533,0.7596447253705533,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,14,0,S3_000004,S4_000004,2026-06-24T04:13:00,2026-06-24T04:13:00,2026-06-24T04:25:00,2026-06-24T04:25:00,take_profit,take_profit,0.7630187144019598,0.7630187144019598,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,17,0,S3_000005,S4_000005,2026-06-30T04:07:00,2026-06-30T04:07:00,2026-06-30T04:08:00,2026-06-30T04:08:00,take_profit,take_profit,0.7502983293556033,0.7502983293556033,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,18,0,S3_000006,S4_000006,2026-06-30T04:12:00,2026-06-30T04:12:00,2026-06-30T04:19:00,2026-06-30T04:19:00,take_profit,take_profit,0.776210022233636,0.776210022233636,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,18,1,S3_000007,S4_000007,2026-06-30T04:20:00,2026-06-30T04:20:00,2026-06-30T05:09:00,2026-06-30T05:09:00,stop_loss,stop_loss,-1.0034233176838836,-1.0034233176838836,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,19,0,S3_000008,S4_000008,2026-07-03T04:12:00,2026-07-03T04:12:00,2026-07-03T04:20:00,2026-07-03T04:20:00,take_profit,take_profit,0.7530387417682727,0.7530387417682727,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,20,0,S3_000009,S4_000009,2026-07-07T22:20:00,2026-07-07T22:20:00,2026-07-07T22:27:00,2026-07-07T22:27:00,take_profit,take_profit,0.7535344588022873,0.7535344588022873,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,21,0,S3_000010,S4_000010,2026-07-13T17:19:00,2026-07-13T17:19:00,2026-07-13T17:21:00,2026-07-13T17:21:00,stop_loss,stop_loss,-1.0051024870979837,-1.0051024870979837,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,21,1,S3_000011,,2026-07-13T17:22:00,,2026-07-13T17:24:00,,take_profit,,0.768813053325115,,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,21,2,S3_000012,,2026-07-13T17:31:00,,2026-07-13T17:59:00,,take_profit,,0.7689341443383504,,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,24,0,S3_000013,S4_000011,2026-07-27T01:11:00,2026-07-27T01:11:00,2026-07-27T02:41:00,2026-07-27T02:41:00,timeout,timeout,-0.0038939726865559426,-0.0038939726865559426,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,27,0,S3_000014,S4_000012,2026-07-29T22:06:00,2026-07-29T22:06:00,2026-07-29T22:10:00,2026-07-29T22:10:00,stop_loss,stop_loss,-1.0050414842129705,-1.0050414842129705,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,28,0,S3_000015,S4_000013,2026-08-24T03:18:00,2026-08-24T03:18:00,2026-08-24T03:21:00,2026-08-24T03:21:00,stop_loss,stop_loss,-1.007079001658494,-1.007079001658494,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,29,0,,S4_000014,,2026-08-24T03:38:00,,2026-08-24T03:47:00,,take_profit,,0.7606584412411639,False,False,False
PRIMARY_2026_RECENT,S3->S4,raw_episode_id plus within-episode trade ordinal,30,0,,S4_000015,,2026-08-24T04:05:00,,2026-08-24T04:16:00,,stop_loss,,-1.0068458318663231,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,0,0,S4_000000,S5_000000,2026-06-08T08:44:00,2026-06-08T08:44:00,2026-06-08T09:00:00,2026-06-08T09:00:00,take_profit,take_profit,0.7625666778797452,0.7625666778797452,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,4,0,S4_000001,S5_000001,2026-06-17T17:49:00,2026-06-17T17:49:00,2026-06-17T17:52:00,2026-06-17T17:52:00,take_profit,take_profit,0.7510853835022134,0.7510853835022134,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,11,0,S4_000002,S5_000002,2026-06-22T04:07:00,2026-06-22T04:07:00,2026-06-22T04:21:00,2026-06-22T04:31:00,stop_loss,stop_loss,-1.0050917978410432,-1.0050917978410432,False,True,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,13,0,S4_000003,S5_000003,2026-06-24T04:10:00,2026-06-24T04:10:00,2026-06-24T04:12:00,2026-06-24T04:12:00,take_profit,take_profit,0.7596447253705533,0.7596447253705533,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,14,0,S4_000004,S5_000004,2026-06-24T04:13:00,2026-06-24T04:13:00,2026-06-24T04:25:00,2026-06-24T04:25:00,take_profit,take_profit,0.7630187144019598,0.7630187144019166,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,17,0,S4_000005,S5_000005,2026-06-30T04:07:00,2026-06-30T04:07:00,2026-06-30T04:08:00,2026-06-30T04:07:00,take_profit,stop_loss,0.7502983293556033,-1.005966587112175,False,True,True
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,18,0,S4_000006,S5_000006,2026-06-30T04:12:00,2026-06-30T04:22:00,2026-06-30T04:19:00,2026-06-30T04:49:00,take_profit,stop_loss,0.776210022233636,-1.0043853054678347,True,True,True
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,18,1,S4_000007,,2026-06-30T04:20:00,,2026-06-30T05:09:00,,stop_loss,,-1.0034233176838836,,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,19,0,S4_000008,S5_000007,2026-07-03T04:12:00,2026-07-03T04:12:00,2026-07-03T04:20:00,2026-07-03T04:15:00,take_profit,take_profit,0.7530387417682727,0.7530387417682727,False,True,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,19,1,,S5_000008,,2026-07-03T04:16:00,,2026-07-03T04:20:00,,take_profit,,0.7572716033315875,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,20,0,S4_000009,S5_000009,2026-07-07T22:20:00,2026-07-07T22:20:00,2026-07-07T22:27:00,2026-07-07T22:28:00,take_profit,take_profit,0.7535344588022873,0.7535344588022873,False,True,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,21,0,S4_000010,S5_000010,2026-07-13T17:19:00,2026-07-13T17:19:00,2026-07-13T17:21:00,2026-07-13T17:21:00,stop_loss,stop_loss,-1.0051024870979837,-1.0051024870979837,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,24,0,S4_000011,S5_000011,2026-07-27T01:11:00,2026-07-27T01:11:00,2026-07-27T02:41:00,2026-07-27T02:41:00,timeout,timeout,-0.0038939726865559426,-0.20832753873110613,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,27,0,S4_000012,S5_000012,2026-07-29T22:06:00,2026-07-29T22:06:00,2026-07-29T22:10:00,2026-07-29T22:10:00,stop_loss,stop_loss,-1.0050414842129705,-1.0050414842129705,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,28,0,S4_000013,S5_000013,2026-08-24T03:18:00,2026-08-24T03:18:00,2026-08-24T03:21:00,2026-08-24T03:21:00,stop_loss,stop_loss,-1.007079001658494,-1.007079001658494,False,False,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,29,0,S4_000014,S5_000014,2026-08-24T03:38:00,2026-08-24T03:38:00,2026-08-24T03:47:00,2026-08-24T03:48:00,take_profit,take_profit,0.7606584412411639,0.7606584412411639,False,True,False
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,30,0,S4_000015,S5_000015,2026-08-24T04:05:00,2026-08-24T04:05:00,2026-08-24T04:16:00,2026-08-24T04:06:00,stop_loss,take_profit,-1.0068458318663231,0.7336873606384072,False,True,True
PRIMARY_2026_RECENT,S4->S5,raw_episode_id plus within-episode trade ordinal,30,1,,S5_000016,,2026-08-24T04:07:00,,2026-08-24T04:08:00,,stop_loss,,-1.006430513706134,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,0,0,S0_000000,S1_000000,2018-03-14T04:45:00,2018-03-14T04:45:00,2018-03-14T05:33:00,2018-03-14T05:21:00,stop_loss,stop_loss,-1.1444444444442627,-1.0555555555554548,False,True,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,1,0,S0_000001,S1_000001,2018-03-20T04:57:00,2018-03-20T04:57:00,2018-03-20T06:27:00,2018-03-20T06:27:00,timeout,timeout,-0.6666666666666669,-0.6666666666666669,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,2,0,S0_000002,S1_000002,2018-04-27T04:16:00,2018-04-27T04:16:00,2018-04-27T04:57:00,2018-04-27T04:57:00,take_profit,take_profit,1.3777777777779394,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,4,0,S0_000003,S1_000003,2018-05-07T03:01:00,2018-05-07T03:01:00,2018-05-07T03:10:00,2018-05-07T03:10:00,take_profit,take_profit,1.911111111111293,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,5,0,S0_000004,S1_000004,2018-05-07T04:10:00,2018-05-07T04:10:00,2018-05-07T05:02:00,2018-05-07T05:02:00,stop_loss,stop_loss,-1.0999999999998586,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,8,0,S0_000005,S1_000005,2018-05-08T04:03:00,2018-05-08T04:03:00,2018-05-08T04:30:00,2018-05-08T04:30:00,stop_loss,stop_loss,-1.5666666666666063,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,12,0,S0_000006,S1_000006,2018-05-09T03:24:00,2018-05-09T03:24:00,2018-05-09T03:25:00,2018-05-09T03:25:00,stop_loss,stop_loss,-1.0777777777776567,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,13,0,S0_000007,S1_000007,2018-05-10T01:37:00,2018-05-10T01:37:00,2018-05-10T02:50:00,2018-05-10T02:50:00,stop_loss,stop_loss,-1.1666666666667174,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,20,0,S0_000008,S1_000008,2018-05-14T03:11:00,2018-05-14T03:11:00,2018-05-14T03:43:00,2018-05-14T03:42:00,take_profit,take_profit,1.377777777777687,1.277777777777778,False,True,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,22,0,S0_000009,S1_000009,2018-05-14T04:03:00,2018-05-14T04:03:00,2018-05-14T04:20:00,2018-05-14T04:16:00,stop_loss,stop_loss,-1.1222222222223133,-1.0555555555554548,False,True,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,22,1,S0_000010,S1_000010,2018-05-14T04:25:00,2018-05-14T04:25:00,2018-05-14T04:53:00,2018-05-14T04:53:00,stop_loss,stop_loss,-1.1111111111112124,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,23,0,S0_000011,S1_000011,2018-05-14T04:55:00,2018-05-14T04:55:00,2018-05-14T05:09:00,2018-05-14T05:09:00,stop_loss,stop_loss,-1.1333333333331617,-1.0555555555554548,False,False,False
