request_id	pair	from_ms	to_ms	kind
R0100	EUR/USD	1623477600000	1623481200000	retrieval_error_hour
R0101	EUR/USD	1623510000000	1623513600000	retrieval_error_hour
R0102	EUR/USD	1623517200000	1623520800000	retrieval_error_hour
R0103	EUR/USD	1623528000000	1623531600000	retrieval_error_hour
R0104	EUR/USD	1623531600000	1623535200000	retrieval_error_hour
R0105	EUR/USD	1623578400000	1623582000000	retrieval_error_hour
R0106	EUR/USD	1625266800000	1625270400000	retrieval_error_hour
R0107	EUR/USD	1625284800000	1625288400000	retrieval_error_hour
R0108	EUR/USD	1625306400000	1625310000000	retrieval_error_hour
R0109	EUR/USD	1625313600000	1625317200000	retrieval_error_hour
R0110	EUR/USD	1625320800000	1625324400000	retrieval_error_hour
R0111	EUR/USD	1625371200000	1625374800000	retrieval_error_hour
R0112	EUR/USD	1625432400000	1625436000000	retrieval_error_hour
R0113	EUR/USD	1627693200000	1627696800000	retrieval_error_hour
R0114	EUR/USD	1627696800000	1627700400000	retrieval_error_hour
R0115	EUR/USD	1627714800000	1627718400000	retrieval_error_hour
R0116	EUR/USD	1627772400000	1627776000000	retrieval_error_hour
R0117	EUR/USD	1627783200000	1627786800000	retrieval_error_hour
R0118	EUR/USD	1627830000000	1627833600000	retrieval_error_hour
R0119	EUR/USD	1627851600000	1627855200000	retrieval_error_hour
R0120	EUR/USD	1629486000000	1629489600000	retrieval_error_hour
R0121	EUR/USD	1629576000000	1629579600000	retrieval_error_hour
R0122	EUR/USD	1629651600000	1629655200000	retrieval_error_hour
R0123	EUR/USD	1634248800000	1634252400000	retrieval_error_hour
R0124	EUR/USD	1639238400000	1639242000000	retrieval_error_hour
R0125	EUR/USD	1639278000000	1639281600000	retrieval_error_hour
R0126	EUR/USD	1639317600000	1639321200000	retrieval_error_hour
R0127	EUR/USD	1639324800000	1639328400000	retrieval_error_hour
R0128	EUR/USD	1640469600000	1640473200000	retrieval_error_hour
R0129	EUR/USD	1640512800000	1640516400000	retrieval_error_hour
R0130	EUR/USD	1640523600000	1640527200000	retrieval_error_hour
R0131	EUR/USD	1641092400000	1641096000000	retrieval_error_hour
R0132	EUR/USD	1650664800000	1650668400000	retrieval_error_hour
R0133	EUR/USD	1650682800000	1650686400000	retrieval_error_hour
R0134	EUR/USD	1650722400000	1650726000000	retrieval_error_hour
R0135	EUR/USD	1650787200000	1650790800000	retrieval_error_hour
R0136	EUR/USD	1650805200000	1650808800000	retrieval_error_hour
R0137	EUR/USD	1651269600000	1651273200000	retrieval_error_hour
R0138	EUR/USD	1651273200000	1651276800000	retrieval_error_hour
R0139	EUR/USD	1651302000000	1651305600000	retrieval_error_hour
R0140	EUR/USD	1651417200000	1651420800000	retrieval_error_hour
R0141	EUR/USD	1651424400000	1651428000000	retrieval_error_hour
R0142	EUR/USD	1651435200000	1651438800000	retrieval_error_hour
R0143	EUR/USD	1652508000000	1652511600000	retrieval_error_hour
R0144	EUR/USD	1656115200000	1656118800000	retrieval_error_hour
R0145	EUR/USD	1656154800000	1656158400000	retrieval_error_hour
R0146	EUR/USD	1656727200000	1656730800000	retrieval_error_hour
R0147	EUR/USD	1659783600000	1659787200000	retrieval_error_hour
R0148	EUR/USD	1672592400000	1672596000000	retrieval_error_hour
R0149	EUR/USD	1681009200000	1681012800000	retrieval_error_hour
R0150	EUR/USD	1681070400000	1681074000000	retrieval_error_hour
R0151	EUR/USD	1685044800000	1685048400000	retrieval_error_hour
R0152	EUR/USD	1686862800000	1686866400000	retrieval_error_hour
R0153	EUR/USD	1686999600000	1687003200000	retrieval_error_hour
R0154	EUR/USD	1687006800000	1687010400000	retrieval_error_hour
R0155	EUR/USD	1687046400000	1687050000000	retrieval_error_hour
R0156	EUR/USD	1687086000000	1687089600000	retrieval_error_hour
R0157	EUR/USD	1687093200000	1687096800000	retrieval_error_hour
R0158	EUR/USD	1687104000000	1687107600000	retrieval_error_hour
R0159	EUR/USD	1688763600000	1688767200000	retrieval_error_hour
R0160	EUR/USD	1688788800000	1688792400000	retrieval_error_hour
R0161	EUR/USD	1688799600000	1688803200000	retrieval_error_hour
R0162	EUR/USD	1688835600000	1688839200000	retrieval_error_hour
R0163	EUR/USD	1688864400000	1688868000000	retrieval_error_hour
R0164	EUR/USD	1688893200000	1688896800000	retrieval_error_hour
R0165	EUR/USD	1688907600000	1688911200000	retrieval_error_hour
R0166	EUR/USD	1690027200000	1690030800000	retrieval_error_hour
R0167	EUR/USD	1690030800000	1690034400000	retrieval_error_hour
R0168	EUR/USD	1690034400000	1690038000000	retrieval_error_hour
R0169	EUR/USD	1690045200000	1690048800000	retrieval_error_hour
R0170	EUR/USD	1690063200000	1690066800000	retrieval_error_hour
R0171	EUR/USD	1690081200000	1690084800000	retrieval_error_hour
R0172	EUR/USD	1690092000000	1690095600000	retrieval_error_hour
R0173	EUR/USD	1690099200000	1690102800000	retrieval_error_hour
R0174	EUR/USD	1690113600000	1690117200000	retrieval_error_hour
R0175	EUR/USD	1690117200000	1690120800000	retrieval_error_hour
R0176	EUR/USD	1690124400000	1690128000000	retrieval_error_hour
R0177	EUR/USD	1690128000000	1690131600000	retrieval_error_hour
R0178	EUR/USD	1691190000000	1691193600000	retrieval_error_hour
R0179	EUR/USD	1691197200000	1691200800000	retrieval_error_hour
R0180	EUR/USD	1691226000000	1691229600000	retrieval_error_hour
R0181	EUR/USD	1691348400000	1691352000000	retrieval_error_hour
R0182	EUR/USD	1691352000000	1691355600000	retrieval_error_hour
R0183	EUR/USD	1691355600000	1691359200000	retrieval_error_hour
R0184	EUR/USD	1697234400000	1697238000000	retrieval_error_hour
R0185	EUR/USD	1697238000000	1697241600000	retrieval_error_hour
R0186	EUR/USD	1697241600000	1697245200000	retrieval_error_hour
R0187	EUR/USD	1697245200000	1697248800000	retrieval_error_hour
R0188	EUR/USD	1697259600000	1697263200000	retrieval_error_hour
R0189	EUR/USD	1697263200000	1697266800000	retrieval_error_hour
R0190	EUR/USD	1697270400000	1697274000000	retrieval_error_hour
R0191	EUR/USD	1697274000000	1697277600000	retrieval_error_hour
R0192	EUR/USD	1697281200000	1697284800000	retrieval_error_hour
R0193	EUR/USD	1698444000000	1698447600000	retrieval_error_hour
R0194	EUR/USD	1698451200000	1698454800000	retrieval_error_hour
R0195	EUR/USD	1698454800000	1698458400000	retrieval_error_hour
R0196	EUR/USD	1698530400000	1698534000000	retrieval_error_hour
R0197	EUR/USD	1703314800000	1703318400000	retrieval_error_hour
R0198	EUR/USD	1703462400000	1703466000000	retrieval_error_hour
R0199	EUR/USD	1703469600000	1703473200000	retrieval_error_hour
R0200	EUR/USD	1714204800000	1714208400000	retrieval_error_hour
R0201	EUR/USD	1714284000000	1714287600000	retrieval_error_hour
R0202	EUR/USD	1714320000000	1714323600000	retrieval_error_hour
R0203	EUR/USD	1715547600000	1715551200000	retrieval_error_hour
R0204	EUR/USD	1719266400000	1719270000000	retrieval_error_hour
R0205	EUR/USD	1726898400000	1726902000000	retrieval_error_hour
R0206	EUR/USD	1727010000000	1727013600000	retrieval_error_hour
R0207	EUR/USD	1727485200000	1727488800000	retrieval_error_hour
R0208	EUR/USD	1727557200000	1727560800000	retrieval_error_hour
R0209	EUR/USD	1727593200000	1727596800000	retrieval_error_hour
R0210	EUR/USD	1728086400000	1728090000000	retrieval_error_hour
R0211	EUR/USD	1728176400000	1728180000000	retrieval_error_hour
R0212	EUR/USD	1733162400000	1733166000000	retrieval_error_hour
R0213	EUR/USD	1733346000000	1733349600000	retrieval_error_hour
R0214	EUR/USD	1733389200000	1733392800000	retrieval_error_hour
R0215	EUR/USD	1733450400000	1733454000000	retrieval_error_hour
R0216	EUR/USD	1733569200000	1733572800000	retrieval_error_hour
R0217	EUR/USD	1733594400000	1733598000000	retrieval_error_hour
R0218	EUR/USD	1733612400000	1733616000000	retrieval_error_hour
R0219	EUR/USD	1733691600000	1733695200000	retrieval_error_hour
R0220	EUR/USD	1733695200000	1733698800000	retrieval_error_hour
R0221	EUR/USD	1735074000000	1735077600000	retrieval_error_hour
R0222	EUR/USD	1735142400000	1735146000000	retrieval_error_hour
R0223	EUR/USD	1735149600000	1735153200000	retrieval_error_hour
R0224	GBP/USD	1478966400000	1478970000000	retrieval_error_hour
R0225	GBP/USD	1480132800000	1480136400000	retrieval_error_hour
R0226	GBP/USD	1480176000000	1480179600000	retrieval_error_hour
R0227	GBP/USD	1480212000000	1480215600000	retrieval_error_hour
R0228	GBP/USD	1482573600000	1482577200000	retrieval_error_hour
R0229	GBP/USD	1482595200000	1482598800000	retrieval_error_hour
R0230	GBP/USD	1482602400000	1482606000000	retrieval_error_hour
R0231	GBP/USD	1482645600000	1482649200000	retrieval_error_hour
R0232	GBP/USD	1483228800000	1483232400000	retrieval_error_hour
R0233	GBP/USD	1486821600000	1486825200000	retrieval_error_hour
R0234	GBP/USD	1501275600000	1501279200000	retrieval_error_hour
R0235	GBP/USD	1502485200000	1502488800000	retrieval_error_hour
R0236	GBP/USD	1502521200000	1502524800000	retrieval_error_hour
R0237	GBP/USD	1502589600000	1502593200000	retrieval_error_hour
R0238	GBP/USD	1502611200000	1502614800000	retrieval_error_hour
R0239	GBP/USD	1502632800000	1502636400000	retrieval_error_hour
R0240	GBP/USD	1502647200000	1502650800000	retrieval_error_hour
R0241	GBP/USD	1507993200000	1507996800000	retrieval_error_hour
R0242	GBP/USD	1508032800000	1508036400000	retrieval_error_hour
R0243	GBP/USD	1509202800000	1509206400000	retrieval_error_hour
R0244	GBP/USD	1509253200000	1509256800000	retrieval_error_hour
R0245	GBP/USD	1512770400000	1512774000000	retrieval_error_hour
R0246	GBP/USD	1512781200000	1512784800000	retrieval_error_hour
R0247	GBP/USD	1512831600000	1512835200000	retrieval_error_hour
R0248	GBP/USD	1512849600000	1512853200000	retrieval_error_hour
R0249	GBP/USD	1522476000000	1522479600000	retrieval_error_hour
R0250	GBP/USD	1522504800000	1522508400000	retrieval_error_hour
R0251	GBP/USD	1522508400000	1522512000000	retrieval_error_hour
R0252	GBP/USD	1522519200000	1522522800000	retrieval_error_hour
R0253	GBP/USD	1522530000000	1522533600000	retrieval_error_hour
R0254	GBP/USD	1522540800000	1522544400000	retrieval_error_hour
R0255	GBP/USD	1522580400000	1522584000000	retrieval_error_hour
R0256	GBP/USD	1523664000000	1523667600000	retrieval_error_hour
R0257	GBP/USD	1523678400000	1523682000000	retrieval_error_hour
R0258	GBP/USD	1523718000000	1523721600000	retrieval_error_hour
R0259	GBP/USD	1523732400000	1523736000000	retrieval_error_hour
R0260	GBP/USD	1523750400000	1523754000000	retrieval_error_hour
R0261	GBP/USD	1523764800000	1523768400000	retrieval_error_hour
R0262	GBP/USD	1523768400000	1523772000000	retrieval_error_hour
R0263	GBP/USD	1523772000000	1523775600000	retrieval_error_hour
R0264	GBP/USD	1523786400000	1523790000000	retrieval_error_hour
R0265	GBP/USD	1523790000000	1523793600000	retrieval_error_hour
R0266	GBP/USD	1523804400000	1523808000000	retrieval_error_hour
R0267	GBP/USD	1526097600000	1526101200000	retrieval_error_hour
R0268	GBP/USD	1526158800000	1526162400000	retrieval_error_hour
R0269	GBP/USD	1526191200000	1526194800000	retrieval_error_hour
R0270	GBP/USD	1527879600000	1527883200000	retrieval_error_hour
R0271	GBP/USD	1527930000000	1527933600000	retrieval_error_hour
R0272	GBP/USD	1532743200000	1532746800000	retrieval_error_hour
R0273	GBP/USD	1532757600000	1532761200000	retrieval_error_hour
R0274	GBP/USD	1532869200000	1532872800000	retrieval_error_hour
R0275	GBP/USD	1533394800000	1533398400000	retrieval_error_hour
R0276	GBP/USD	1533402000000	1533405600000	retrieval_error_hour
R0277	GBP/USD	1533452400000	1533456000000	retrieval_error_hour
R0278	GBP/USD	1533477600000	1533481200000	retrieval_error_hour
R0279	GBP/USD	1546070400000	1546074000000	retrieval_error_hour
R0280	GBP/USD	1546074000000	1546077600000	retrieval_error_hour
R0281	GBP/USD	1546095600000	1546099200000	retrieval_error_hour
R0282	GBP/USD	1546174800000	1546178400000	retrieval_error_hour
R0283	GBP/USD	1546178400000	1546182000000	retrieval_error_hour
R0284	GBP/USD	1546182000000	1546185600000	retrieval_error_hour
R0285	GBP/USD	1546696800000	1546700400000	retrieval_error_hour
R0286	GBP/USD	1546772400000	1546776000000	retrieval_error_hour
R0287	GBP/USD	1549756800000	1549760400000	retrieval_error_hour
R0288	GBP/USD	1555790400000	1555794000000	retrieval_error_hour
R0289	GBP/USD	1556391600000	1556395200000	retrieval_error_hour
R0290	GBP/USD	1556395200000	1556398800000	retrieval_error_hour
R0291	GBP/USD	1556463600000	1556467200000	retrieval_error_hour
R0292	GBP/USD	1556474400000	1556478000000	retrieval_error_hour
R0293	GBP/USD	1558130400000	1558134000000	retrieval_error_hour
R0294	GBP/USD	1558177200000	1558180800000	retrieval_error_hour
R0295	GBP/USD	1559934000000	1559937600000	retrieval_error_hour
R0296	GBP/USD	1560074400000	1560078000000	retrieval_error_hour
R0297	GBP/USD	1560078000000	1560081600000	retrieval_error_hour
R0298	GBP/USD	1560081600000	1560085200000	retrieval_error_hour
R0299	GBP/USD	1560085200000	1560088800000	retrieval_error_hour
R0300	GBP/USD	1560088800000	1560092400000	retrieval_error_hour
R0301	GBP/USD	1560092400000	1560096000000	retrieval_error_hour
R0302	GBP/USD	1563084000000	1563087600000	retrieval_error_hour
R0303	GBP/USD	1563091200000	1563094800000	retrieval_error_hour
R0304	GBP/USD	1563094800000	1563098400000	retrieval_error_hour
R0305	GBP/USD	1563102000000	1563105600000	retrieval_error_hour
R0306	GBP/USD	1563112800000	1563116400000	retrieval_error_hour
R0307	GBP/USD	1563127200000	1563130800000	retrieval_error_hour
R0308	GBP/USD	1563130800000	1563134400000	retrieval_error_hour
R0309	GBP/USD	1563134400000	1563138000000	retrieval_error_hour
R0310	GBP/USD	1563562800000	1563566400000	retrieval_error_hour
R0311	GBP/USD	1563566400000	1563570000000	retrieval_error_hour
R0312	GBP/USD	1563570000000	1563573600000	retrieval_error_hour
R0313	GBP/USD	1563577200000	1563580800000	retrieval_error_hour
R0314	GBP/USD	1563591600000	1563595200000	retrieval_error_hour
R0315	GBP/USD	1563595200000	1563598800000	retrieval_error_hour
R0316	GBP/USD	1563602400000	1563606000000	retrieval_error_hour
R0317	GBP/USD	1563606000000	1563609600000	retrieval_error_hour
R0318	GBP/USD	1563609600000	1563613200000	retrieval_error_hour
R0319	GBP/USD	1563613200000	1563616800000	retrieval_error_hour
R0320	GBP/USD	1563616800000	1563620400000	retrieval_error_hour
R0321	GBP/USD	1563620400000	1563624000000	retrieval_error_hour
R0322	GBP/USD	1563645600000	1563649200000	retrieval_error_hour
R0323	GBP/USD	1563656400000	1563660000000	retrieval_error_hour
R0324	GBP/USD	1563660000000	1563663600000	retrieval_error_hour
R0325	GBP/USD	1563663600000	1563667200000	retrieval_error_hour
R0326	GBP/USD	1563667200000	1563670800000	retrieval_error_hour
R0327	GBP/USD	1563685200000	1563688800000	retrieval_error_hour
R0328	GBP/USD	1563688800000	1563692400000	retrieval_error_hour
R0329	GBP/USD	1563696000000	1563699600000	retrieval_error_hour
R0330	GBP/USD	1563714000000	1563717600000	retrieval_error_hour
R0331	GBP/USD	1563721200000	1563724800000	retrieval_error_hour
R0332	GBP/USD	1563724800000	1563728400000	retrieval_error_hour
R0333	GBP/USD	1563728400000	1563732000000	retrieval_error_hour
R0334	GBP/USD	1563735600000	1563739200000	retrieval_error_hour
R0335	GBP/USD	1564794000000	1564797600000	retrieval_error_hour
R0336	GBP/USD	1564858800000	1564862400000	retrieval_error_hour
R0337	GBP/USD	1564938000000	1564941600000	retrieval_error_hour
R0338	GBP/USD	1566046800000	1566050400000	retrieval_error_hour
R0339	GBP/USD	1566064800000	1566068400000	retrieval_error_hour
R0340	GBP/USD	1566086400000	1566090000000	retrieval_error_hour
R0341	GBP/USD	1566162000000	1566165600000	retrieval_error_hour
R0342	GBP/USD	1567238400000	1567242000000	retrieval_error_hour
R0343	GBP/USD	1568498400000	1568502000000	retrieval_error_hour
R0344	GBP/USD	1568502000000	1568505600000	retrieval_error_hour
R0345	GBP/USD	1568505600000	1568509200000	retrieval_error_hour
R0346	GBP/USD	1568538000000	1568541600000	retrieval_error_hour
R0347	GBP/USD	1568556000000	1568559600000	retrieval_error_hour
R0348	GBP/USD	1569650400000	1569654000000	retrieval_error_hour
R0349	GBP/USD	1570233600000	1570237200000	retrieval_error_hour
R0350	GBP/USD	1570244400000	1570248000000	retrieval_error_hour
R0351	GBP/USD	1570356000000	1570359600000	retrieval_error_hour
R0352	GBP/USD	1577264400000	1577268000000	retrieval_error_hour
R0353	GBP/USD	1577304000000	1577307600000	retrieval_error_hour
R0354	GBP/USD	1577872800000	1577876400000	retrieval_error_hour
R0355	GBP/USD	1577908800000	1577912400000	retrieval_error_hour
R0356	GBP/USD	1584813600000	1584817200000	retrieval_error_hour
R0357	GBP/USD	1584871200000	1584874800000	retrieval_error_hour
R0358	GBP/USD	1585393200000	1585396800000	retrieval_error_hour
R0359	GBP/USD	1585400400000	1585404000000	retrieval_error_hour
R0360	GBP/USD	1585404000000	1585407600000	retrieval_error_hour
R0361	GBP/USD	1585465200000	1585468800000	retrieval_error_hour
R0362	GBP/USD	1585944000000	1585947600000	retrieval_error_hour
R0363	GBP/USD	1588971600000	1588975200000	retrieval_error_hour
R0364	GBP/USD	1589047200000	1589050800000	retrieval_error_hour
R0365	GBP/USD	1589054400000	1589058000000	retrieval_error_hour
R0366	GBP/USD	1589126400000	1589130000000	retrieval_error_hour
R0367	GBP/USD	1589130000000	1589133600000	retrieval_error_hour
R0368	GBP/USD	1591430400000	1591434000000	retrieval_error_hour
R0369	GBP/USD	1591437600000	1591441200000	retrieval_error_hour
R0370	GBP/USD	1591531200000	1591534800000	retrieval_error_hour
R0371	GBP/USD	1592618400000	1592622000000	retrieval_error_hour
R0372	GBP/USD	1592704800000	1592708400000	retrieval_error_hour
R0373	GBP/USD	1592751600000	1592755200000	retrieval_error_hour
R0374	GBP/USD	1592773200000	1592776800000	retrieval_error_hour
R0375	GBP/USD	1593201600000	1593205200000	retrieval_error_hour
R0376	GBP/USD	1593352800000	1593356400000	retrieval_error_hour
R0377	GBP/USD	1595052000000	1595055600000	retrieval_error_hour
R0378	GBP/USD	1595174400000	1595178000000	retrieval_error_hour
R0379	GBP/USD	1596225600000	1596229200000	retrieval_error_hour
R0380	GBP/USD	1596250800000	1596254400000	retrieval_error_hour
R0381	GBP/USD	1596319200000	1596322800000	retrieval_error_hour
R0382	GBP/USD	1597500000000	1597503600000	retrieval_error_hour
R0383	GBP/USD	1597532400000	1597536000000	retrieval_error_hour
R0384	GBP/USD	1597536000000	1597539600000	retrieval_error_hour
R0385	GBP/USD	1597572000000	1597575600000	retrieval_error_hour
R0386	GBP/USD	1598806800000	1598810400000	retrieval_error_hour
R0387	GBP/USD	1598821200000	1598824800000	retrieval_error_hour
R0388	GBP/USD	1599850800000	1599854400000	retrieval_error_hour
R0389	GBP/USD	1599854400000	1599858000000	retrieval_error_hour
R0390	GBP/USD	1600462800000	1600466400000	retrieval_error_hour
R0391	GBP/USD	1600502400000	1600506000000	retrieval_error_hour
R0392	GBP/USD	1600574400000	1600578000000	retrieval_error_hour
R0393	GBP/USD	1600581600000	1600585200000	retrieval_error_hour
R0394	GBP/USD	1600621200000	1600624800000	retrieval_error_hour
R0395	GBP/USD	1600628400000	1600632000000	retrieval_error_hour
R0396	GBP/USD	1609084800000	1609088400000	retrieval_error_hour
R0397	GBP/USD	1609095600000	1609099200000	retrieval_error_hour
R0398	GBP/USD	1610190000000	1610193600000	retrieval_error_hour
R0399	GBP/USD	1610254800000	1610258400000	retrieval_error_hour
R0400	GBP/USD	1610258400000	1610262000000	retrieval_error_hour
R0401	GBP/USD	1617411600000	1617415200000	retrieval_error_hour
R0402	GBP/USD	1617415200000	1617418800000	retrieval_error_hour
R0403	GBP/USD	1617508800000	1617512400000	retrieval_error_hour
R0404	GBP/USD	1617516000000	1617519600000	retrieval_error_hour
R0405	GBP/USD	1621195200000	1621198800000	retrieval_error_hour
R0406	GBP/USD	1621627200000	1621630800000	retrieval_error_hour
R0407	GBP/USD	1621731600000	1621735200000	retrieval_error_hour
R0408	GBP/USD	1621771200000	1621774800000	retrieval_error_hour
R0409	GBP/USD	1622340000000	1622343600000	retrieval_error_hour
R0410	GBP/USD	1622376000000	1622379600000	retrieval_error_hour
R0411	GBP/USD	1624716000000	1624719600000	retrieval_error_hour
R0412	GBP/USD	1625277600000	1625281200000	retrieval_error_hour
R0413	GBP/USD	1625331600000	1625335200000	retrieval_error_hour
R0414	GBP/USD	1625432400000	1625436000000	retrieval_error_hour
R0415	GBP/USD	1626624000000	1626627600000	retrieval_error_hour
R0416	GBP/USD	1626631200000	1626634800000	retrieval_error_hour
R0417	GBP/USD	1627736400000	1627740000000	retrieval_error_hour
R0418	GBP/USD	1631433600000	1631437200000	retrieval_error_hour
R0419	GBP/USD	1631941200000	1631944800000	retrieval_error_hour
R0420	GBP/USD	1632031200000	1632034800000	retrieval_error_hour
R0421	GBP/USD	1632042000000	1632045600000	retrieval_error_hour
R0422	GBP/USD	1632056400000	1632060000000	retrieval_error_hour
