report_date,contract_code,contract_name,source_year,open_interest,producer_long,producer_short,swap_long,swap_short,managed_money_long,managed_money_short,COT_MM_NET_PCT_OI,COT_MM_NET_CHG_1W,COT_PROD_NET_PCT_OI,COT_SWAP_NET_PCT_OI,COT_MM_VS_PROD_SPREAD,availability_time_utc
2016-01-26,088691,GOLD - COMMODITY EXCHANGE INC.,2016,385350,19845,72454,47192,54416,95745,78942,0.043604515375632542,0.042530732553711717,-0.13652264175424939,-0.018746594005449591,0.18012715712988192,2016-01-30 05:00:00+00:00
2016-02-02,088691,GOLD - COMMODITY EXCHANGE INC.,2016,379185,24395,80385,48605,69970,100566,71530,0.076574759022640659,0.032970243647008117,-0.14765879451982541,-0.056344528396429186,0.22423355354246607,2016-02-06 05:00:00+00:00
2016-02-09,088691,GOLD - COMMODITY EXCHANGE INC.,2016,410833,23988,91728,52921,90104,121059,60423,0.14759281751952741,0.071018058496886749,-0.16488451511928204,-0.090506361465607685,0.31247733263880945,2016-02-13 05:00:00+00:00
2016-02-16,088691,GOLD - COMMODITY EXCHANGE INC.,2016,428912,26085,111860,55745,101954,126219,45206,0.18888023650539038,0.041287418985862967,-0.19998274704368263,-0.10773538627970307,0.388862983549073,2016-02-20 05:00:00+00:00
2016-02-23,088691,GOLD - COMMODITY EXCHANGE INC.,2016,445290,19329,123277,53429,112630,141373,32276,0.24500213344112826,0.056121896935737881,-0.23343888252599429,-0.1329493139302477,0.47844101596712252,2016-02-27 05:00:00+00:00
2016-03-01,088691,GOLD - COMMODITY EXCHANGE INC.,2016,450555,16920,129587,56255,115019,133823,29453,0.23164763458401305,-0.013354498857115205,-0.25006270044722617,-0.13042580816992377,0.48171033503123922,2016-03-05 05:00:00+00:00
2016-03-08,088691,GOLD - COMMODITY EXCHANGE INC.,2016,499110,17739,143726,54685,124070,160317,32890,0.25530844903928995,0.023660814455276902,-0.25242331349802649,-0.13901745106289196,0.50773176253731644,2016-03-12 05:00:00+00:00
2016-03-15,088691,GOLD - COMMODITY EXCHANGE INC.,2016,493086,19486,143435,60147,121729,159202,29425,0.26319343887273217,0.007884989833442213,-0.25137399966740082,-0.12489099264631322,0.51456743854013298,2016-03-19 04:00:00+00:00
2016-03-22,088691,GOLD - COMMODITY EXCHANGE INC.,2016,510579,19858,150125,59953,129680,174457,29558,0.28379349718652747,0.0206000583137953,-0.25513583598228678,-0.13656456689366386,0.53892933316881431,2016-03-26 04:00:00+00:00
2016-03-29,088691,GOLD - COMMODITY EXCHANGE INC.,2016,480461,24190,150685,56815,138284,184135,29930,0.32095216885449601,0.037158671667968546,-0.26327839304334794,-0.1695642310197914,0.58423056189784395,2016-04-02 04:00:00+00:00
2016-04-05,088691,GOLD - COMMODITY EXCHANGE INC.,2016,474094,21204,151023,57395,134821,186716,33958,0.32221036334566561,0.0012581944911695953,-0.27382544389931113,-0.16331360447506191,0.59603580724497673,2016-04-09 04:00:00+00:00
2016-04-12,088691,GOLD - COMMODITY EXCHANGE INC.,2016,504523,21129,164322,60602,149196,202500,31866,0.3382085653181322,0.015998201972466597,-0.28381857715109121,-0.17559952668163789,0.62202714246922342,2016-04-16 04:00:00+00:00
2016-04-19,088691,GOLD - COMMODITY EXCHANGE INC.,2016,503331,20069,166296,56336,150230,208661,34554,0.34590955057407552,0.0077009852559433156,-0.29051856531785247,-0.18654523564016523,0.63642811589192805,2016-04-23 04:00:00+00:00
2016-04-26,088691,GOLD - COMMODITY EXCHANGE INC.,2016,497884,18752,165367,55117,148610,206476,34426,0.34556242016212613,-0.00034713041194939231,-0.29447622337733287,-0.18778068787107036,0.64003864353945894,2016-04-30 04:00:00+00:00
2016-05-03,088691,GOLD - COMMODITY EXCHANGE INC.,2016,565774,19259,189227,54485,179418,248842,29947,0.38689476716851606,0.041332347006389936,-0.3004167741889871,-0.22081785306500476,0.68731154135750316,2016-05-07 04:00:00+00:00
2016-05-10,088691,GOLD - COMMODITY EXCHANGE INC.,2016,579777,20797,178897,54725,181621,246782,35591,0.36426246643105886,-0.022632300737457201,-0.2726910519044391,-0.21887035877587419,0.63695351833549796,2016-05-14 04:00:00+00:00
2016-05-17,088691,GOLD - COMMODITY EXCHANGE INC.,2016,595077,21631,170642,54437,195669,247059,34618,0.35699749780280537,-0.0072649686282534875,-0.25040624994748578,-0.23733399207161426,0.60740374775029116,2016-05-21 04:00:00+00:00
2016-05-24,088691,GOLD - COMMODITY EXCHANGE INC.,2016,542958,59557,156435,47330,175665,205180,48719,0.28816409372363977,-0.068833404079165605,-0.17842632395139219,-0.23636266525219263,0.46659041767503195,2016-05-28 04:00:00+00:00
2016-05-31,088691,GOLD - COMMODITY EXCHANGE INC.,2016,494321,47227,142196,47595,166664,192160,43549,0.300636630853231,0.012472537129591232,-0.19212010009690059,-0.24087384513302085,0.49275673095013162,2016-06-04 04:00:00+00:00
2016-06-07,088691,GOLD - COMMODITY EXCHANGE INC.,2016,496330,26136,147563,46410,168675,212061,34695,0.35735498559426188,0.056718354741030874,-0.24464972901094031,-0.2463381218141156,0.60200471460520222,2016-06-11 04:00:00+00:00
2016-06-14,088691,GOLD - COMMODITY EXCHANGE INC.,2016,545357,26395,176665,44717,192524,257500,28260,0.42034850565776177,0.062993520063499897,-0.27554427650144769,-0.27102796883509334,0.69589278215920947,2016-06-18 04:00:00+00:00
2016-06-21,088691,GOLD - COMMODITY EXCHANGE INC.,2016,571517,28287,177414,42538,205548,274936,24528,0.43814619687603346,0.017797691218271683,-0.26093187079299479,-0.2852233616847793,0.69907806766902825,2016-06-25 04:00:00+00:00
2016-06-28,088691,GOLD - COMMODITY EXCHANGE INC.,2016,613792,30055,179646,41808,218538,285895,24845,0.42530694437203481,-0.012839252503998644,-0.24371611229862886,-0.2879314165059173,0.66902305667066364,2016-07-02 04:00:00+00:00
2016-07-05,088691,GOLD - COMMODITY EXCHANGE INC.,2016,652971,29270,178378,43240,234339,300070,26994,0.41820540269016543,-0.0071015416818693833,-0.22835317341811504,-0.29266077666542617,0.64655857610828049,2016-07-09 04:00:00+00:00
2016-07-12,088691,GOLD - COMMODITY EXCHANGE INC.,2016,633020,35210,176993,39218,222887,296106,36977,0.40935357492654262,-0.0088518277636228104,-0.22397870525417837,-0.29014723073520582,0.63333228018072096,2016-07-16 04:00:00+00:00
2016-07-19,088691,GOLD - COMMODITY EXCHANGE INC.,2016,617069,31861,167764,37838,217412,287317,34920,0.40902557088429331,-0.00032800404224930801,-0.22023955181673363,-0.29101121592560963,0.62926512270102697,2016-07-23 04:00:00+00:00
2016-07-26,088691,GOLD - COMMODITY EXCHANGE INC.,2016,576325,31448,166649,35575,209397,278777,31356,0.42930811608033659,0.020282545196043278,-0.23459159328503881,-0.30160412961436689,0.66389970936537535,2016-07-30 04:00:00+00:00
2016-08-02,088691,GOLD - COMMODITY EXCHANGE INC.,2016,582211,29097,175971,37132,214285,288542,33813,0.43752007433731072,0.0082119582569741278,-0.25226936626068558,-0.30427628471464813,0.6897894405979963,2016-08-06 04:00:00+00:00
2016-08-09,088691,GOLD - COMMODITY EXCHANGE INC.,2016,575399,29067,165875,32598,208731,281496,36244,0.42622945121559125,-0.011290623121719467,-0.23776197038924293,-0.30610585002754609,0.66399142160483415,2016-08-13 04:00:00+00:00
2016-08-16,088691,GOLD - COMMODITY EXCHANGE INC.,2016,572496,30091,169299,32762,204547,277152,34425,0.42398025488387692,-0.0022491963317143315,-0.24315977753556356,-0.30006323188284284,0.66714003241944053,2016-08-20 04:00:00+00:00
2016-08-23,088691,GOLD - COMMODITY EXCHANGE INC.,2016,572973,23865,163651,32034,209723,284550,30866,0.44275035647403976,0.018770101590162847,-0.24396612056763584,-0.31011757971143494,0.6867164770416756,2016-08-27 04:00:00+00:00
2016-08-30,088691,GOLD - COMMODITY EXCHANGE INC.,2016,558398,22280,158022,31637,197108,266680,35086,0.41474718748992656,-0.028003168984113203,-0.24309184488483124,-0.2963316487523236,0.65783903237475783,2016-09-03 04:00:00+00:00
2016-09-06,088691,GOLD - COMMODITY EXCHANGE INC.,2016,590656,22474,176277,28000,204170,291692,22157,0.45633160418246832,0.041584416692541759,-0.26039352855130565,-0.29826159388882867,0.71672513273377403,2016-09-10 04:00:00+00:00
2016-09-13,088691,GOLD - COMMODITY EXCHANGE INC.,2016,575002,24700,173534,29423,191960,271631,28654,0.42256722585312745,-0.033764378329340872,-0.25884083881447367,-0.28267206027109471,0.68140806466760107,2016-09-17 04:00:00+00:00
2016-09-20,088691,GOLD - COMMODITY EXCHANGE INC.,2016,558791,25040,163063,33793,186385,246119,32972,0.38144315137502216,-0.041124074478105288,-0.24700290448486106,-0.27307526427590995,0.62844605585988322,2016-09-24 04:00:00+00:00
2016-09-27,088691,GOLD - COMMODITY EXCHANGE INC.,2016,583161,26681,176013,32038,197300,282151,26974,0.43757555803628845,0.056132406661266288,-0.25607336567431638,-0.28339000721927565,0.69364892371060483,2016-10-01 04:00:00+00:00
2016-10-04,088691,GOLD - COMMODITY EXCHANGE INC.,2016,544824,27604,155278,29901,173469,244765,44649,0.36730393668414019,-0.070271621352148261,-0.23433989692084048,-0.26351262058940134,0.60164383360498064,2016-10-08 04:00:00+00:00
2016-10-11,088691,GOLD - COMMODITY EXCHANGE INC.,2016,500328,28660,143233,34348,140974,203033,54240,0.2973909115620153,-0.069913025122124883,-0.22899577876912744,-0.213112198397851,0.52638669033114271,2016-10-15 04:00:00+00:00
2016-10-18,088691,GOLD - COMMODITY EXCHANGE INC.,2016,497061,30322,136610,35745,132128,190008,59054,0.26345659788235248,-0.03393431367966282,-0.21383290984406342,-0.19390577816404828,0.47728950772641587,2016-10-22 04:00:00+00:00
2016-10-25,088691,GOLD - COMMODITY EXCHANGE INC.,2016,507617,29237,140772,34869,140933,199094,55184,0.28350114357872175,0.020044545696369265,-0.21972274372213696,-0.20894493289231841,0.50322388730085876,2016-10-29 04:00:00+00:00
2016-11-01,088691,GOLD - COMMODITY EXCHANGE INC.,2016,521506,27666,153593,36607,149931,203670,37403,0.31882087646163226,0.035319732882910515,-0.24146797927540622,-0.21730143085602083,0.56028885573703846,2016-11-05 04:00:00+00:00
2016-11-08,088691,GOLD - COMMODITY EXCHANGE INC.,2016,528203,27597,158095,31113,146201,211670,38033,0.32873156721942132,0.0099106907577890535,-0.24706031582554436,-0.21788592643358709,0.57579188304496565,2016-11-12 05:00:00+00:00
2016-11-15,088691,GOLD - COMMODITY EXCHANGE INC.,2016,479237,27283,134182,28878,121945,178132,43452,0.28103005402337466,-0.047701513196046652,-0.22306082376778086,-0.19419827767889375,0.50409087779115547,2016-11-19 05:00:00+00:00
2016-11-22,088691,GOLD - COMMODITY EXCHANGE INC.,2016,461062,20805,119000,23389,117366,171864,47475,0.26978801115685092,-0.011242042866523749,-0.21297569524272222,-0.20382725099878107,0.48276370639957311,2016-11-26 05:00:00+00:00
2016-11-29,088691,GOLD - COMMODITY EXCHANGE INC.,2016,405661,24102,114690,25014,102249,162086,55145,0.26362159537150476,-0.0061664157853461576,-0.22330961073408584,-0.19039296358289309,0.4869312061055906,2016-12-03 05:00:00+00:00
2016-12-06,088691,GOLD - COMMODITY EXCHANGE INC.,2016,393524,21781,105209,28749,100265,150856,68538,0.20918165092853294,-0.054439944442971816,-0.21200231752065948,-0.18173224504731605,0.42118396844919243,2016-12-10 05:00:00+00:00
2016-12-13,088691,GOLD - COMMODITY EXCHANGE INC.,2016,397034,22199,103372,28815,97528,146150,77432,0.17307837615922061,-0.036103274769312327,-0.20444848552013178,-0.17306578277930856,0.3775268616793524,2016-12-17 05:00:00+00:00
2016-12-20,088691,GOLD - COMMODITY EXCHANGE INC.,2016,398661,22130,101474,39604,94282,137588,83783,0.13496429297071949,-0.038114083188501124,-0.19902624033953659,-0.13715412342817582,0.33399053331025608,2016-12-24 05:00:00+00:00
2016-12-27,088691,GOLD - COMMODITY EXCHANGE INC.,2016,401513,23547,97994,41038,87558,130595,87229,0.10800646554407951,-0.026957827426639977,-0.18541616336208291,-0.11586175291958169,0.29342262890616244,2016-12-31 05:00:00+00:00
2017-01-03,088691,GOLD - COMMODITY EXCHANGE INC.,2017,424673,24768,97997,45237,89620,127786,91229,0.086082703633148322,-0.021923761910931192,-0.17243620385567249,-0.10451100022841103,0.25851890748882078,2017-01-07 05:00:00+00:00
2017-01-10,088691,GOLD - COMMODITY EXCHANGE INC.,2017,444001,24588,96661,43277,97020,135563,79884,0.12540287071425515,0.039320167081106833,-0.16232621097700231,-0.12104252017450411,0.28772908169125744,2017-01-14 05:00:00+00:00
2017-01-17,088691,GOLD - COMMODITY EXCHANGE INC.,2017,467937,23844,99443,55461,102973,141566,82931,0.12530532956359511,-9.7541150660046538e-05,-0.16155807298845784,-0.10153503569925011,0.28686340255205295,2017-01-21 05:00:00+00:00
2017-01-24,088691,GOLD - COMMODITY EXCHANGE INC.,2017,482374,23117,108482,58497,99506,135159,75405,0.12387483570839225,-0.0014304938552028579,-0.17696849332675477,-0.085014946908415462,0.30084332903514699,2017-01-28 05:00:00+00:00
2017-01-31,088691,GOLD - COMMODITY EXCHANGE INC.,2017,398433,20746,110568,58393,100374,140663,70826,0.17527915609399825,0.051404320385605995,-0.2254381539681703,-0.10536526843911022,0.40071731006216854,2017-02-04 05:00:00+00:00
2017-02-07,088691,GOLD - COMMODITY EXCHANGE INC.,2017,415543,22551,115774,62157,103080,142542,72393,0.16881285450603187,-0.0064663015879663777,-0.22434020065312132,-0.098480782975528411,0.39315305515915322,2017-02-11 05:00:00+00:00
2017-02-14,088691,GOLD - COMMODITY EXCHANGE INC.,2017,415128,20992,113422,63220,98578,135739,72114,0.15326598061320845,-0.015546873892823415,-0.22265421749436318,-0.085173729548476615,0.3759201981075716,2017-02-18 05:00:00+00:00
2017-02-21,088691,GOLD - COMMODITY EXCHANGE INC.,2017,427168,20557,116326,61324,105119,142639,64597,0.18269626938347441,0.029430288770265961,-0.22419516443179263,-0.10252406547306914,0.40689143381526705,2017-02-25 05:00:00+00:00
2017-02-28,088691,GOLD - COMMODITY EXCHANGE INC.,2017,446081,19559,126908,56402,128960,166437,52191,0.25611043734209704,0.073414167958622628,-0.24064911977869491,-0.16265655788971062,0.49675955712079195,2017-03-04 05:00:00+00:00
2017-03-07,088691,GOLD - COMMODITY EXCHANGE INC.,2017,434401,20164,118027,57578,112363,150277,60030,0.20775044256343794,-0.048359994778659099,-0.22528263056484676,-0.12611619218187803,0.43303307312828471,2017-03-11 05:00:00+00:00
2017-03-14,088691,GOLD - COMMODITY EXCHANGE INC.,2017,426170,20937,109327,56881,91778,121179,74805,0.10881573081164793,-0.098934711751790014,-0.20740549545955839,-0.081885163197784924,0.3162212262712063,2017-03-18 04:00:00+00:00
2017-03-21,088691,GOLD - COMMODITY EXCHANGE INC.,2017,446880,18872,117388,57057,87538,130259,74064,0.12574964196204796,0.016933911150400036,-0.220452918009309,-0.068208467597565339,0.34620255997135696,2017-03-25 04:00:00+00:00
2017-03-28,088691,GOLD - COMMODITY EXCHANGE INC.,2017,449418,17857,131503,59196,97664,150879,59836,0.2025797809611542,0.076830138999106234,-0.25287371667356445,-0.085595147501880214,0.45545349763471865,2017-04-01 04:00:00+00:00
2017-04-04,088691,GOLD - COMMODITY EXCHANGE INC.,2017,427808,16834,139711,58279,106418,163428,54302,0.25508171890193732,0.052501937940783117,-0.28722464283042859,-0.11252477747026704,0.5423063617323659,2017-04-08 04:00:00+00:00
2017-04-11,088691,GOLD - COMMODITY EXCHANGE INC.,2017,456131,17653,153297,58431,110151,179841,46830,0.29160701640537479,0.036525297503437471,-0.29737948089474298,-0.1133884783099592,0.58898649730011776,2017-04-15 04:00:00+00:00
2017-04-18,088691,GOLD - COMMODITY EXCHANGE INC.,2017,472263,17577,167357,56226,117510,199001,47765,0.32023681719719732,0.028629800791822535,-0.31715378930807619,-0.12976667661874844,0.63739060650527346,2017-04-22 04:00:00+00:00
2017-04-25,088691,GOLD - COMMODITY EXCHANGE INC.,2017,475985,17618,169292,57558,120464,207394,47014,0.33694339107324811,0.01670657387605079,-0.31865289872580016,-0.13215962687899829,0.65559628979904827,2017-04-29 04:00:00+00:00
2017-05-02,088691,GOLD - COMMODITY EXCHANGE INC.,2017,461905,17427,170723,59280,109970,195331,51720,0.31091025210811746,-0.026033138965130653,-0.33187776707331595,-0.10974118054578322,0.64278801918143347,2017-05-06 04:00:00+00:00
2017-05-09,088691,GOLD - COMMODITY EXCHANGE INC.,2017,433033,17259,155245,59970,86406,151419,55457,0.22160435809741982,-0.089305894010697634,-0.31865007978606713,-0.061048465128523695,0.54025443788348693,2017-05-13 04:00:00+00:00
2017-05-16,088691,GOLD - COMMODITY EXCHANGE INC.,2017,435021,20336,148925,63431,77701,132094,66226,0.15141338004372204,-0.070190978053697783,-0.29559262656285556,-0.032803014107364935,0.44700600660657763,2017-05-20 04:00:00+00:00
2017-05-23,088691,GOLD - COMMODITY EXCHANGE INC.,2017,462572,19274,166109,57061,84517,161893,50845,0.24006641128300027,0.088653031239278229,-0.31743166469219924,-0.059355084181489583,0.55749807597519951,2017-05-27 04:00:00+00:00
2017-05-30,088691,GOLD - COMMODITY EXCHANGE INC.,2017,434246,21570,177812,60524,87501,175304,51171,0.28585870681595227,0.045792295532951999,-0.35980066598195493,-0.062123773160835102,0.64565937279790719,2017-06-03 04:00:00+00:00
2017-06-06,088691,GOLD - COMMODITY EXCHANGE INC.,2017,494041,18528,192484,68622,111020,229476,63427,0.33610368370236476,0.050244976886412496,-0.35210842824785799,-0.085818788319188086,0.68821211195022269,2017-06-10 04:00:00+00:00
2017-06-13,088691,GOLD - COMMODITY EXCHANGE INC.,2017,471134,16856,183073,67130,104524,214955,67459,0.31306592179719572,-0.023037761905169041,-0.35280196292349947,-0.079370200410074421,0.66586788472069514,2017-06-17 04:00:00+00:00
2017-06-20,088691,GOLD - COMMODITY EXCHANGE INC.,2017,445841,16301,164235,71455,88537,165035,65659,0.22289560628116301,-0.090170315516032717,-0.33180887356703398,-0.038314107495721568,0.55470447984819704,2017-06-24 04:00:00+00:00
2017-06-27,088691,GOLD - COMMODITY EXCHANGE INC.,2017,453144,16646,156631,74033,83911,144515,71860,0.16033534593859788,-0.062560260342565122,-0.30891946048055363,-0.021798810091273414,0.46925480641915152,2017-07-01 04:00:00+00:00
2017-07-03,088691,GOLD - COMMODITY EXCHANGE INC.,2017,457201,18166,146455,77273,56210,129780,96091,0.073685315648915908,-0.086650030289681976,-0.28059649913276657,0.046069453041441291,0.35428181478168247,2017-07-07 04:00:00+00:00
2017-07-11,088691,GOLD - COMMODITY EXCHANGE INC.,2017,475669,24005,141642,85352,41631,123619,100397,0.048819662412307716,-0.024865653236608193,-0.2473085275685403,0.091914755849130378,0.296128189980848,2017-07-15 04:00:00+00:00
2017-07-18,088691,GOLD - COMMODITY EXCHANGE INC.,2017,484204,24116,144914,92227,45064,127028,98115,0.05971243525456213,0.010892772842254414,-0.24947749295751379,0.097403160651295728,0.30918992821207592,2017-07-22 04:00:00+00:00
2017-07-25,088691,GOLD - COMMODITY EXCHANGE INC.,2017,463827,21746,159307,94201,59983,136359,62735,0.15873159604766432,0.09901916079310219,-0.29657825008031014,0.07377319560956995,0.45530984612797443,2017-07-29 04:00:00+00:00
2017-08-01,088691,GOLD - COMMODITY EXCHANGE INC.,2017,448709,19082,167618,85526,80375,158082,39624,0.26399737914773269,0.10526578310006837,-0.33102968739205141,0.011479600364601557,0.5950270665397841,2017-08-05 04:00:00+00:00
2017-08-08,088691,GOLD - COMMODITY EXCHANGE INC.,2017,448727,19019,168329,85898,96099,164828,28843,0.30304617284005642,0.039048793692323724,-0.33274128813287368,-0.02273319858176575,0.63578746097293015,2017-08-12 04:00:00+00:00
2017-08-15,088691,GOLD - COMMODITY EXCHANGE INC.,2017,477921,16379,179160,82435,116285,195433,18877,0.36942507234459254,0.066378899504536126,-0.34060231711935657,-0.070827605399218702,0.71002738946394905,2017-08-19 04:00:00+00:00
2017-08-22,088691,GOLD - COMMODITY EXCHANGE INC.,2017,500443,15981,195128,86325,127096,209717,15638,0.38781439644474996,0.018389324100157423,-0.35797683252638163,-0.081469817741481043,0.74579122897113159,2017-08-26 04:00:00+00:00
2017-08-29,088691,GOLD - COMMODITY EXCHANGE INC.,2017,538875,17352,205953,75594,135022,235065,13939,0.41034748318255626,0.022533086737806296,-0.34999025748086293,-0.11028160519601021,0.76033774066341919,2017-09-02 04:00:00+00:00
2017-09-05,088691,GOLD - COMMODITY EXCHANGE INC.,2017,566817,18473,212267,76165,144178,251489,14301,0.41845604489632454,0.0081085617137682808,-0.34189870804862943,-0.11999110824128423,0.76035475294495392,2017-09-09 04:00:00+00:00
2017-09-12,088691,GOLD - COMMODITY EXCHANGE INC.,2017,580606,17582,209237,76515,156958,270413,16896,0.43664206019228186,0.018186015295957314,-0.33009476305790847,-0.13855006665449549,0.76673682325019032,2017-09-16 04:00:00+00:00
2017-09-19,088691,GOLD - COMMODITY EXCHANGE INC.,2017,570096,17562,207442,83263,146424,251735,18353,0.40937315820493392,-0.027268901987347938,-0.33306671157138446,-0.11079011254244898,0.74243986977631837,2017-09-23 04:00:00+00:00
2017-09-26,088691,GOLD - COMMODITY EXCHANGE INC.,2017,549637,18923,208745,88232,131881,219134,23158,0.3565553265155002,-0.052817831689433714,-0.34535884592922239,-0.079414231574657462,0.70191417244472265,2017-09-30 04:00:00+00:00
2017-10-03,088691,GOLD - COMMODITY EXCHANGE INC.,2017,525127,17710,203648,84906,123391,204361,24917,0.34171543264772142,-0.014839893867778786,-0.35408196493419686,-0.073287033422391151,0.69579739758191828,2017-10-07 04:00:00+00:00
2017-10-10,088691,GOLD - COMMODITY EXCHANGE INC.,2017,520005,18662,201414,80325,120570,193154,21824,0.32947760117691177,-0.012237831470809646,-0.35144277458870588,-0.077393486601090369,0.6809203757656177,2017-10-14 04:00:00+00:00
2017-10-17,088691,GOLD - COMMODITY EXCHANGE INC.,2017,528800,18809,206035,83262,117660,196555,27040,0.32056543116490166,-0.0089121700120101122,-0.35405824508320727,-0.065049167927382759,0.67462367624810893,2017-10-21 04:00:00+00:00
2017-10-24,088691,GOLD - COMMODITY EXCHANGE INC.,2017,526674,18360,201023,84376,112366,192701,24333,0.31968162468623856,-0.00088380647866309614,-0.34682365182256958,-0.053144829628954532,0.6665052765088082,2017-10-28 04:00:00+00:00
2017-10-31,088691,GOLD - COMMODITY EXCHANGE INC.,2017,531918,17081,200789,86265,113205,182652,16687,0.31201237784771335,-0.0076692468385252122,-0.34536902304490541,-0.050646904222079341,0.65738140089261876,2017-11-04 04:00:00+00:00
2017-11-07,088691,GOLD - COMMODITY EXCHANGE INC.,2017,536843,17307,198381,82790,117003,187782,17070,0.31799241118911858,0.0059800333414052331,-0.33729414372544675,-0.063729991822562643,0.65528655491456533,2017-11-11 05:00:00+00:00
2017-11-14,088691,GOLD - COMMODITY EXCHANGE INC.,2017,533054,18323,202533,83054,114635,190657,14559,0.33035677436057137,0.012364363171452786,-0.34557474477257466,-0.059245404780753921,0.67593151913314609,2017-11-18 05:00:00+00:00
2017-11-21,088691,GOLD - COMMODITY EXCHANGE INC.,2017,531612,19514,204896,80549,120223,187292,14137,0.32571687621799356,-0.0046398981425778141,-0.34871673325658564,-0.074629617089155248,0.6744336094745792,2017-11-25 05:00:00+00:00
2017-11-28,088691,GOLD - COMMODITY EXCHANGE INC.,2017,503810,17891,202648,75448,137232,208518,9978,0.39407713225223795,0.068360256034244393,-0.36671959667334908,-0.12263353248248347,0.76079672892558703,2017-12-02 05:00:00+00:00
2017-12-05,088691,GOLD - COMMODITY EXCHANGE INC.,2017,472795,20819,179239,82926,114396,167174,32664,0.28449962457301792,-0.10957750767922003,-0.33507122537251877,-0.066561617614399479,0.61957084994553668,2017-12-09 05:00:00+00:00
2017-12-12,088691,GOLD - COMMODITY EXCHANGE INC.,2017,446618,19245,150986,106267,93989,123139,46913,0.17067381968483133,-0.11382580488818658,-0.29497467634533314,0.02749105499554429,0.46564849603016445,2017-12-16 05:00:00+00:00
2017-12-19,088691,GOLD - COMMODITY EXCHANGE INC.,2017,453595,17300,148160,106269,103626,116642,35397,0.17911352638366826,0.008439706698836924,-0.28849524355427197,0.0058267838049361215,0.46760876993794021,2017-12-23 05:00:00+00:00
2017-12-26,088691,GOLD - COMMODITY EXCHANGE INC.,2017,456470,19715,161264,105936,113856,127715,19957,0.23606808771660789,0.056954561332939635,-0.31009485836966283,-0.017350537822858021,0.5461629460862707,2017-12-30 05:00:00+00:00
